Loan_ID,Customer_ID,Loan_Type,Loan_Amount,EMI_Amount,Start_Date,Tenure_Months
LN21738,CUST11738,Personal Loan,386730,8056.88,2023-05-31,48
LN21739,CUST11739,Credit Card,39749,3312.42,2023-04-24,12
LN21740,CUST11740,Credit Card,32601,2716.75,2024-11-18,12
LN21741,CUST11741,Personal Loan,123421,5142.54,2023-07-18,24
LN21742,CUST11742,Personal Loan,426159,35513.25,2024-03-12,12
LN21743,CUST11743,Consumer Durable,157470,8748.33,2024-01-11,18
LN21744,CUST11744,Personal Loan,404452,33704.33,2024-02-16,12
LN21745,CUST11745,Personal Loan,127253,2651.1,2023-04-12,48
LN21746,CUST11746,Credit Card,89430,7452.5,2024-11-19,12
LN21747,CUST11747,Consumer Durable,50426,4202.17,2024-02-22,12
LN21748,CUST11748,Consumer Durable,97110,16185.0,2024-02-06,6
LN21749,CUST11749,Personal Loan,160743,4465.08,2023-01-29,36
LN21750,CUST11750,Personal Loan,319549,6657.27,2024-08-14,48
LN21751,CUST11751,Credit Card,90109,7509.08,2023-11-01,12
LN21752,CUST11752,Credit Card,45668,3805.67,2024-01-15,12
LN21753,CUST11753,Credit Card,95539,7961.58,2023-07-15,12
LN21754,CUST11754,Personal Loan,418420,34868.33,2023-08-12,12
LN21755,CUST11755,Consumer Durable,88561,14760.17,2024-11-12,6
LN21756,CUST11756,Credit Card,80152,6679.33,2023-01-20,12
LN21757,CUST11757,Consumer Durable,130601,10883.42,2023-08-29,12
LN21758,CUST11758,Credit Card,89588,7465.67,2023-04-02,12
LN21759,CUST11759,Credit Card,142727,11893.92,2024-10-26,12
LN21760,CUST11760,Personal Loan,75113,1564.85,2023-03-13,48
LN21761,CUST11761,Consumer Durable,174740,29123.33,2023-03-13,6
LN21762,CUST11762,Personal Loan,492504,10260.5,2023-04-15,48
LN21763,CUST11763,Credit Card,29992,2499.33,2024-07-10,12
LN21764,CUST11764,Personal Loan,426958,17789.92,2024-06-30,24
LN21765,CUST11765,Credit Card,20366,1697.17,2023-09-27,12
LN21766,CUST11766,Personal Loan,406933,33911.08,2023-03-13,12
LN21767,CUST11767,Consumer Durable,164699,27449.83,2023-01-24,6
LN21768,CUST11768,Credit Card,94781,7898.42,2023-11-06,12
LN21769,CUST11769,Credit Card,71635,5969.58,2024-09-02,12
LN21770,CUST11770,Credit Card,25599,2133.25,2024-01-25,12
LN21771,CUST11771,Personal Loan,277509,7708.58,2024-06-18,36
LN21772,CUST11772,Personal Loan,492082,10251.71,2023-10-08,48
LN21773,CUST11773,Personal Loan,104104,2891.78,2024-04-27,36
LN21774,CUST11774,Credit Card,51765,4313.75,2023-07-27,12
LN21775,CUST11775,Consumer Durable,109063,18177.17,2023-03-26,6
LN21776,CUST11776,Personal Loan,142268,11855.67,2023-02-08,12
LN21777,CUST11777,Credit Card,114830,9569.17,2024-09-21,12
LN21778,CUST11778,Consumer Durable,93950,7829.17,2023-12-08,12
LN21779,CUST11779,Consumer Durable,79030,4390.56,2024-04-08,18
LN21780,CUST11780,Credit Card,133517,11126.42,2023-12-22,12
LN21781,CUST11781,Credit Card,59942,4995.17,2023-03-01,12
LN21782,CUST11782,Credit Card,111468,9289.0,2023-05-25,12
LN21783,CUST11783,Personal Loan,411737,34311.42,2023-09-17,12
LN21784,CUST11784,Credit Card,135629,11302.42,2023-04-18,12
LN21785,CUST11785,Credit Card,137490,11457.5,2023-06-21,12
LN21786,CUST11786,Credit Card,70406,5867.17,2023-09-05,12
LN21787,CUST11787,Personal Loan,456306,12675.17,2024-07-09,36
LN21788,CUST11788,Personal Loan,304010,12667.08,2023-05-03,24
LN21789,CUST11789,Personal Loan,225063,4688.81,2024-07-07,48
LN21790,CUST11790,Personal Loan,75663,3152.62,2024-02-09,24
LN21791,CUST11791,Consumer Durable,24412,4068.67,2023-12-19,6
LN21792,CUST11792,Credit Card,104492,8707.67,2023-02-04,12
LN21793,CUST11793,Personal Loan,240438,6678.83,2023-08-05,36
LN21794,CUST11794,Consumer Durable,97130,16188.33,2023-04-24,6
LN21795,CUST11795,Consumer Durable,176404,29400.67,2023-11-07,6
LN21796,CUST11796,Consumer Durable,113819,6323.28,2023-11-11,18
LN21797,CUST11797,Consumer Durable,143992,7999.56,2024-01-23,18
LN21798,CUST11798,Consumer Durable,176970,14747.5,2024-12-01,12
LN21799,CUST11799,Personal Loan,488657,13573.81,2023-05-06,36
LN21800,CUST11800,Credit Card,58439,4869.92,2023-04-20,12
LN21801,CUST11801,Consumer Durable,34264,2855.33,2024-06-30,12
LN21802,CUST11802,Credit Card,57506,4792.17,2023-01-06,12
LN21803,CUST11803,Personal Loan,340692,7097.75,2024-05-28,48
LN21804,CUST11804,Credit Card,52881,4406.75,2024-02-09,12
LN21805,CUST11805,Credit Card,42375,3531.25,2024-09-07,12
LN21806,CUST11806,Consumer Durable,83278,13879.67,2024-08-15,6
LN21807,CUST11807,Credit Card,90465,7538.75,2023-08-09,12
LN21808,CUST11808,Credit Card,55819,4651.58,2024-04-08,12
LN21809,CUST11809,Personal Loan,443789,18491.21,2023-03-15,24
LN21810,CUST11810,Personal Loan,297899,24824.92,2023-11-02,12
LN21811,CUST11811,Credit Card,33163,2763.58,2024-09-19,12
LN21812,CUST11812,Personal Loan,124567,5190.29,2024-04-14,24
LN21813,CUST11813,Consumer Durable,146768,12230.67,2024-08-22,12
LN21814,CUST11814,Credit Card,29435,2452.92,2024-02-20,12
LN21815,CUST11815,Credit Card,26516,2209.67,2023-06-23,12
LN21816,CUST11816,Personal Loan,420815,11689.31,2024-11-13,36
LN21817,CUST11817,Credit Card,38378,3198.17,2023-02-14,12
LN21818,CUST11818,Consumer Durable,161129,13427.42,2023-04-14,12
LN21819,CUST11819,Consumer Durable,36841,2046.72,2024-03-29,18
LN21820,CUST11820,Credit Card,117632,9802.67,2023-10-15,12
LN21821,CUST11821,Consumer Durable,120414,10034.5,2023-05-03,12
LN21822,CUST11822,Personal Loan,351178,7316.21,2023-03-18,48
LN21823,CUST11823,Credit Card,20141,1678.42,2023-02-20,12
LN21824,CUST11824,Credit Card,93804,7817.0,2024-01-26,12
LN21825,CUST11825,Consumer Durable,38798,3233.17,2024-03-28,12
LN21826,CUST11826,Consumer Durable,93187,15531.17,2024-10-21,6
LN21827,CUST11827,Credit Card,129041,10753.42,2024-11-03,12
LN21828,CUST11828,Personal Loan,223980,9332.5,2024-06-13,24
LN21829,CUST11829,Consumer Durable,68929,3829.39,2023-06-02,18
LN21830,CUST11830,Credit Card,84474,7039.5,2023-06-10,12
LN21831,CUST11831,Credit Card,50146,4178.83,2023-07-07,12
LN21832,CUST11832,Credit Card,119522,9960.17,2023-11-02,12
LN21833,CUST11833,Personal Loan,67045,5587.08,2023-09-25,12
LN21834,CUST11834,Personal Loan,300970,6270.21,2023-06-29,48
LN21835,CUST11835,Credit Card,123578,10298.17,2023-07-17,12
LN21836,CUST11836,Personal Loan,51547,4295.58,2024-08-24,12
LN21837,CUST11837,Personal Loan,85736,7144.67,2024-08-31,12
LN21838,CUST11838,Consumer Durable,87508,7292.33,2024-09-07,12
LN21839,CUST11839,Credit Card,138351,11529.25,2024-02-02,12
LN21840,CUST11840,Credit Card,50079,4173.25,2024-09-20,12
LN21841,CUST11841,Credit Card,116021,9668.42,2024-05-24,12
LN21842,CUST11842,Personal Loan,191653,3992.77,2023-07-13,48
LN21843,CUST11843,Consumer Durable,130653,10887.75,2024-06-09,12
LN21844,CUST11844,Credit Card,96793,8066.08,2024-05-11,12
LN21845,CUST11845,Credit Card,78575,6547.92,2023-05-06,12
LN21846,CUST11846,Personal Loan,416761,11576.69,2023-04-25,36
LN21847,CUST11847,Consumer Durable,135497,22582.83,2023-01-10,6
LN21848,CUST11848,Credit Card,31182,2598.5,2024-05-20,12
LN21849,CUST11849,Consumer Durable,196444,10913.56,2024-01-02,18
LN21850,CUST11850,Personal Loan,234111,4877.31,2023-09-08,48
LN21851,CUST11851,Personal Loan,56037,4669.75,2023-01-15,12
LN21852,CUST11852,Personal Loan,451893,9414.44,2024-01-05,48
LN21853,CUST11853,Personal Loan,98771,8230.92,2024-09-25,12
LN21854,CUST11854,Consumer Durable,163240,27206.67,2023-11-28,6
LN21855,CUST11855,Consumer Durable,97757,5430.94,2024-11-25,18
LN21856,CUST11856,Consumer Durable,99928,5551.56,2024-11-25,18
LN21857,CUST11857,Credit Card,67500,5625.0,2024-10-30,12
LN21858,CUST11858,Credit Card,102582,8548.5,2023-07-12,12
LN21859,CUST11859,Consumer Durable,133700,7427.78,2023-07-04,18
LN21860,CUST11860,Personal Loan,199322,4152.54,2024-04-05,48
LN21861,CUST11861,Personal Loan,66075,2753.12,2024-06-12,24
LN21862,CUST11862,Consumer Durable,122020,20336.67,2024-08-20,6
LN21863,CUST11863,Personal Loan,61790,5149.17,2023-07-29,12
LN21864,CUST11864,Credit Card,122438,10203.17,2023-09-17,12
LN21865,CUST11865,Credit Card,80650,6720.83,2024-03-17,12
LN21866,CUST11866,Consumer Durable,59346,9891.0,2023-05-22,6
LN21867,CUST11867,Personal Loan,306163,6378.4,2024-03-09,48
LN21868,CUST11868,Credit Card,64369,5364.08,2023-02-10,12
LN21869,CUST11869,Personal Loan,304060,6334.58,2023-02-12,48
LN21870,CUST11870,Personal Loan,407939,16997.46,2023-09-30,24
LN21871,CUST11871,Credit Card,133580,11131.67,2023-10-09,12
LN21872,CUST11872,Credit Card,93306,7775.5,2023-06-22,12
LN21873,CUST11873,Consumer Durable,78535,13089.17,2023-02-06,6
LN21874,CUST11874,Consumer Durable,24047,4007.83,2024-11-26,6
LN21875,CUST11875,Credit Card,123881,10323.42,2023-05-03,12
LN21876,CUST11876,Personal Loan,164924,6871.83,2023-09-01,24
LN21877,CUST11877,Consumer Durable,115548,9629.0,2024-05-08,12
LN21878,CUST11878,Credit Card,30415,2534.58,2023-02-10,12
LN21879,CUST11879,Credit Card,17984,1498.67,2024-11-10,12
LN21880,CUST11880,Consumer Durable,104989,5832.72,2024-05-04,18
LN21881,CUST11881,Personal Loan,473621,13156.14,2024-11-02,36
LN21882,CUST11882,Personal Loan,445170,18548.75,2024-08-08,24
LN21883,CUST11883,Consumer Durable,50730,8455.0,2023-11-05,6
LN21884,CUST11884,Personal Loan,319511,6656.48,2024-07-08,48
LN21885,CUST11885,Credit Card,126990,10582.5,2023-10-06,12
LN21886,CUST11886,Personal Loan,184282,5118.94,2024-08-16,36
LN21887,CUST11887,Personal Loan,214999,4479.15,2024-10-05,48
LN21888,CUST11888,Credit Card,26625,2218.75,2024-03-19,12
LN21889,CUST11889,Consumer Durable,97644,16274.0,2024-01-05,6
LN21890,CUST11890,Credit Card,27297,2274.75,2024-10-26,12
LN21891,CUST11891,Credit Card,68390,5699.17,2024-05-01,12
LN21892,CUST11892,Credit Card,145116,12093.0,2023-07-14,12
LN21893,CUST11893,Personal Loan,131550,3654.17,2023-10-08,36
LN21894,CUST11894,Credit Card,69505,5792.08,2024-06-06,12
LN21895,CUST11895,Consumer Durable,15320,2553.33,2024-01-25,6
LN21896,CUST11896,Consumer Durable,94493,7874.42,2024-01-24,12
LN21897,CUST11897,Credit Card,137407,11450.58,2024-11-16,12
LN21898,CUST11898,Personal Loan,207647,17303.92,2023-12-15,12
LN21899,CUST11899,Consumer Durable,134003,22333.83,2024-07-23,6
LN21900,CUST11900,Consumer Durable,125634,10469.5,2024-06-14,12
LN21901,CUST11901,Consumer Durable,54467,3025.94,2024-03-15,18
LN21902,CUST11902,Credit Card,144006,12000.5,2024-09-08,12
LN21903,CUST11903,Credit Card,33820,2818.33,2024-05-17,12
LN21904,CUST11904,Consumer Durable,58473,4872.75,2023-05-17,12
LN21905,CUST11905,Consumer Durable,23603,3933.83,2023-07-16,6
LN21906,CUST11906,Credit Card,122285,10190.42,2023-04-15,12
LN21907,CUST11907,Consumer Durable,41318,2295.44,2023-06-30,18
LN21908,CUST11908,Personal Loan,494341,10298.77,2024-02-24,48
LN21909,CUST11909,Consumer Durable,153775,8543.06,2023-06-26,18
LN21910,CUST11910,Credit Card,78094,6507.83,2023-07-18,12
LN21911,CUST11911,Consumer Durable,191517,31919.5,2024-10-16,6
LN21912,CUST11912,Personal Loan,159948,3332.25,2023-05-12,48
LN21913,CUST11913,Personal Loan,297285,24773.75,2023-06-26,12
LN21914,CUST11914,Credit Card,72853,6071.08,2023-07-25,12
LN21915,CUST11915,Credit Card,77924,6493.67,2024-04-20,12
LN21916,CUST11916,Personal Loan,128668,5361.17,2023-12-06,24
LN21917,CUST11917,Personal Loan,499920,20830.0,2024-09-10,24
LN21918,CUST11918,Personal Loan,387969,16165.38,2024-06-20,24
LN21919,CUST11919,Consumer Durable,154827,25804.5,2023-10-22,6
LN21920,CUST11920,Consumer Durable,99219,5512.17,2023-07-15,18
LN21921,CUST11921,Consumer Durable,139473,11622.75,2023-02-27,12
LN21922,CUST11922,Personal Loan,123462,10288.5,2023-09-20,12
LN21923,CUST11923,Consumer Durable,171303,28550.5,2023-05-31,6
LN21924,CUST11924,Consumer Durable,87988,14664.67,2024-11-23,6
LN21925,CUST11925,Personal Loan,438469,12179.69,2023-07-09,36
LN21926,CUST11926,Consumer Durable,168250,14020.83,2024-01-30,12
LN21927,CUST11927,Consumer Durable,162855,9047.5,2023-11-21,18
LN21928,CUST11928,Consumer Durable,112098,6227.67,2023-04-19,18
LN21929,CUST11929,Personal Loan,127755,3548.75,2023-08-21,36
LN21930,CUST11930,Personal Loan,455281,9485.02,2023-12-11,48
LN21931,CUST11931,Credit Card,29559,2463.25,2024-02-12,12
LN21932,CUST11932,Consumer Durable,140624,23437.33,2023-02-08,6
LN21933,CUST11933,Consumer Durable,77104,12850.67,2024-05-12,6
LN21934,CUST11934,Personal Loan,179061,14921.75,2024-04-17,12
LN21935,CUST11935,Consumer Durable,88836,4935.33,2024-11-05,18
LN21936,CUST11936,Personal Loan,445344,18556.0,2024-02-10,24
LN21937,CUST11937,Personal Loan,206411,5733.64,2024-08-05,36
LN21938,CUST11938,Consumer Durable,42348,2352.67,2023-08-16,18
LN21939,CUST11939,Personal Loan,180091,15007.58,2023-08-06,12
LN21940,CUST11940,Consumer Durable,157484,8749.11,2024-09-06,18
LN21941,CUST11941,Credit Card,96505,8042.08,2023-12-21,12
LN21942,CUST11942,Consumer Durable,169298,14108.17,2024-02-27,12
LN21943,CUST11943,Credit Card,42509,3542.42,2023-02-11,12
LN21944,CUST11944,Credit Card,56436,4703.0,2023-02-01,12
LN21945,CUST11945,Personal Loan,267410,7428.06,2024-02-14,36
LN21946,CUST11946,Personal Loan,69304,1443.83,2024-05-03,48
LN21947,CUST11947,Credit Card,72332,6027.67,2024-01-01,12
LN21948,CUST11948,Credit Card,80754,6729.5,2023-09-22,12
LN21949,CUST11949,Consumer Durable,84356,4686.44,2024-07-22,18
LN21950,CUST11950,Credit Card,107066,8922.17,2024-05-28,12
LN21951,CUST11951,Consumer Durable,151661,12638.42,2023-02-27,12
LN21952,CUST11952,Personal Loan,350246,7296.79,2024-09-24,48
LN21953,CUST11953,Personal Loan,278462,7735.06,2024-11-26,36
LN21954,CUST11954,Credit Card,78124,6510.33,2024-02-19,12
LN21955,CUST11955,Credit Card,12678,1056.5,2024-08-13,12
LN21956,CUST11956,Credit Card,76748,6395.67,2024-06-25,12
LN21957,CUST11957,Credit Card,135273,11272.75,2023-10-13,12
LN21958,CUST11958,Credit Card,41608,3467.33,2024-01-19,12
LN21959,CUST11959,Credit Card,118586,9882.17,2023-02-28,12
LN21960,CUST11960,Consumer Durable,30303,1683.5,2024-05-20,18
LN21961,CUST11961,Consumer Durable,145944,12162.0,2024-10-07,12
LN21962,CUST11962,Personal Loan,291403,12141.79,2024-06-30,24
LN21963,CUST11963,Consumer Durable,66039,5503.25,2024-11-29,12
LN21964,CUST11964,Personal Loan,415771,11549.19,2024-04-12,36
LN21965,CUST11965,Consumer Durable,113501,6305.61,2023-09-27,18
LN21966,CUST11966,Consumer Durable,47449,7908.17,2024-05-08,6
LN21967,CUST11967,Personal Loan,458703,9556.31,2024-11-13,48
LN21968,CUST11968,Consumer Durable,122092,20348.67,2024-07-19,6
LN21969,CUST11969,Credit Card,27974,2331.17,2023-01-20,12
LN21970,CUST11970,Personal Loan,229475,4780.73,2024-09-13,48
LN21971,CUST11971,Credit Card,87244,7270.33,2024-07-12,12
LN21972,CUST11972,Personal Loan,496582,13793.94,2023-11-13,36
LN21973,CUST11973,Personal Loan,110844,3079.0,2023-08-21,36
LN21974,CUST11974,Personal Loan,297778,6203.71,2024-03-01,48
LN21975,CUST11975,Credit Card,32691,2724.25,2024-03-14,12
LN21976,CUST11976,Credit Card,45100,3758.33,2023-05-23,12
LN21977,CUST11977,Credit Card,60116,5009.67,2024-09-21,12
LN21978,CUST11978,Credit Card,117403,9783.58,2023-06-15,12
LN21979,CUST11979,Consumer Durable,77252,4291.78,2024-05-02,18
LN21980,CUST11980,Consumer Durable,79305,13217.5,2024-10-26,6
LN21981,CUST11981,Personal Loan,484176,40348.0,2023-11-27,12
LN21982,CUST11982,Personal Loan,120173,5007.21,2024-06-17,24
LN21983,CUST11983,Personal Loan,319313,8869.81,2023-10-24,36
LN21984,CUST11984,Consumer Durable,114749,9562.42,2024-01-10,12
LN21985,CUST11985,Personal Loan,156762,4354.5,2023-02-04,36
LN21986,CUST11986,Credit Card,82668,6889.0,2023-02-27,12
LN21987,CUST11987,Personal Loan,498518,41543.17,2023-06-22,12
LN21988,CUST11988,Consumer Durable,162157,13513.08,2023-02-16,12
LN21989,CUST11989,Credit Card,116356,9696.33,2024-08-27,12
LN21990,CUST11990,Personal Loan,190861,3976.27,2024-02-29,48
LN21991,CUST11991,Personal Loan,497379,13816.08,2024-11-07,36
LN21992,CUST11992,Consumer Durable,62821,3490.06,2024-07-10,18
LN21993,CUST11993,Consumer Durable,90936,7578.0,2023-03-11,12
LN21994,CUST11994,Credit Card,17200,1433.33,2023-11-16,12
LN21995,CUST11995,Personal Loan,174617,7275.71,2024-04-29,24
LN21996,CUST11996,Consumer Durable,159850,26641.67,2023-04-25,6
LN21997,CUST11997,Credit Card,59886,4990.5,2024-01-06,12
LN21998,CUST11998,Credit Card,97596,8133.0,2023-03-01,12
LN21999,CUST11999,Consumer Durable,188771,15730.92,2023-10-03,12
LN22000,CUST12000,Credit Card,98822,8235.17,2023-11-05,12
LN22001,CUST12001,Consumer Durable,168991,14082.58,2023-06-01,12
LN22002,CUST12002,Consumer Durable,99034,5501.89,2024-06-29,18
LN22003,CUST12003,Credit Card,85857,7154.75,2024-08-22,12
LN22004,CUST12004,Consumer Durable,193190,32198.33,2023-10-12,6
LN22005,CUST12005,Credit Card,62790,5232.5,2024-12-01,12
LN22006,CUST12006,Consumer Durable,49308,2739.33,2023-05-13,18
LN22007,CUST12007,Consumer Durable,72325,6027.08,2023-09-27,12
LN22008,CUST12008,Credit Card,117572,9797.67,2023-09-24,12
LN22009,CUST12009,Consumer Durable,195421,16285.08,2023-11-20,12
LN22010,CUST12010,Consumer Durable,25039,4173.17,2023-07-08,6
LN22011,CUST12011,Credit Card,91385,7615.42,2023-04-26,12
LN22012,CUST12012,Credit Card,21079,1756.58,2023-12-22,12
LN22013,CUST12013,Credit Card,101475,8456.25,2024-09-21,12
LN22014,CUST12014,Consumer Durable,106446,5913.67,2023-11-18,18
LN22015,CUST12015,Consumer Durable,117429,9785.75,2023-04-20,12
LN22016,CUST12016,Personal Loan,115352,4806.33,2024-06-26,24
LN22017,CUST12017,Personal Loan,99155,2754.31,2023-04-25,36
LN22018,CUST12018,Personal Loan,215391,8974.62,2024-06-27,24
LN22019,CUST12019,Credit Card,59346,4945.5,2024-02-08,12
LN22020,CUST12020,Personal Loan,154076,4279.89,2024-03-01,36
LN22021,CUST12021,Credit Card,106526,8877.17,2024-10-30,12
LN22022,CUST12022,Credit Card,82292,6857.67,2024-10-12,12
LN22023,CUST12023,Personal Loan,353317,14721.54,2023-09-26,24
LN22024,CUST12024,Credit Card,102766,8563.83,2024-09-18,12
LN22025,CUST12025,Credit Card,26483,2206.92,2023-11-30,12
LN22026,CUST12026,Personal Loan,314445,26203.75,2023-05-29,12
LN22027,CUST12027,Personal Loan,419315,17471.46,2023-05-24,24
LN22028,CUST12028,Consumer Durable,164857,27476.17,2024-09-10,6
LN22029,CUST12029,Credit Card,139883,11656.92,2024-01-15,12
LN22030,CUST12030,Personal Loan,138351,5764.62,2024-04-06,24
LN22031,CUST12031,Personal Loan,366792,7641.5,2023-12-03,48
LN22032,CUST12032,Credit Card,13401,1116.75,2024-09-28,12
LN22033,CUST12033,Personal Loan,152163,3170.06,2024-04-03,48
LN22034,CUST12034,Personal Loan,141163,2940.9,2023-11-10,48
LN22035,CUST12035,Credit Card,147140,12261.67,2024-10-09,12
LN22036,CUST12036,Credit Card,55561,4630.08,2024-08-01,12
LN22037,CUST12037,Consumer Durable,184667,15388.92,2023-03-15,12
LN22038,CUST12038,Personal Loan,314315,8730.97,2023-01-21,36
LN22039,CUST12039,Credit Card,107838,8986.5,2023-12-18,12
LN22040,CUST12040,Credit Card,50418,4201.5,2023-09-01,12
LN22041,CUST12041,Personal Loan,431623,8992.15,2023-06-10,48
LN22042,CUST12042,Consumer Durable,138518,23086.33,2023-07-08,6
LN22043,CUST12043,Credit Card,149555,12462.92,2024-02-13,12
LN22044,CUST12044,Credit Card,39636,3303.0,2023-08-23,12
LN22045,CUST12045,Consumer Durable,75209,12534.83,2024-02-10,6
LN22046,CUST12046,Personal Loan,442620,12295.0,2024-01-03,36
LN22047,CUST12047,Personal Loan,426995,8895.73,2023-09-25,48
LN22048,CUST12048,Credit Card,38901,3241.75,2023-11-24,12
LN22049,CUST12049,Credit Card,141502,11791.83,2024-09-21,12
LN22050,CUST12050,Consumer Durable,63459,5288.25,2023-10-09,12
LN22051,CUST12051,Personal Loan,147697,3077.02,2023-10-16,48
LN22052,CUST12052,Consumer Durable,52533,4377.75,2024-11-27,12
LN22053,CUST12053,Personal Loan,487493,10156.1,2023-09-28,48
LN22054,CUST12054,Personal Loan,198457,5512.69,2023-09-12,36
LN22055,CUST12055,Credit Card,61012,5084.33,2023-08-20,12
LN22056,CUST12056,Credit Card,148345,12362.08,2024-01-21,12
LN22057,CUST12057,Personal Loan,132746,11062.17,2023-09-16,12
LN22058,CUST12058,Personal Loan,438654,18277.25,2023-12-26,24
LN22059,CUST12059,Personal Loan,174363,4843.42,2023-12-19,36
LN22060,CUST12060,Credit Card,108425,9035.42,2023-10-13,12
LN22061,CUST12061,Consumer Durable,149534,8307.44,2024-04-23,18
LN22062,CUST12062,Personal Loan,374933,31244.42,2024-09-22,12
LN22063,CUST12063,Credit Card,38845,3237.08,2023-04-08,12
LN22064,CUST12064,Personal Loan,440720,36726.67,2023-09-30,12
LN22065,CUST12065,Credit Card,13753,1146.08,2024-03-19,12
LN22066,CUST12066,Personal Loan,260228,21685.67,2023-12-06,12
LN22067,CUST12067,Personal Loan,311127,12963.62,2024-08-06,24
LN22068,CUST12068,Personal Loan,367448,7655.17,2023-03-05,48
LN22069,CUST12069,Consumer Durable,123654,20609.0,2023-10-04,6
LN22070,CUST12070,Credit Card,86473,7206.08,2024-06-10,12
LN22071,CUST12071,Personal Loan,126501,10541.75,2023-06-07,12
LN22072,CUST12072,Credit Card,130697,10891.42,2024-01-10,12
LN22073,CUST12073,Credit Card,79975,6664.58,2023-04-15,12
LN22074,CUST12074,Personal Loan,353144,14714.33,2023-12-16,24
LN22075,CUST12075,Consumer Durable,109877,18312.83,2023-05-15,6
LN22076,CUST12076,Credit Card,83447,6953.92,2023-05-04,12
LN22077,CUST12077,Credit Card,76005,6333.75,2024-05-09,12
LN22078,CUST12078,Personal Loan,346256,14427.33,2023-03-24,24
LN22079,CUST12079,Personal Loan,424610,35384.17,2024-10-09,12
LN22080,CUST12080,Consumer Durable,153782,8543.44,2023-12-07,18
LN22081,CUST12081,Credit Card,34293,2857.75,2024-01-30,12
LN22082,CUST12082,Personal Loan,494094,41174.5,2023-02-13,12
LN22083,CUST12083,Personal Loan,60230,5019.17,2023-02-11,12
LN22084,CUST12084,Personal Loan,151785,3162.19,2023-01-02,48
LN22085,CUST12085,Personal Loan,222462,18538.5,2024-01-18,12
LN22086,CUST12086,Credit Card,137151,11429.25,2024-09-22,12
LN22087,CUST12087,Credit Card,70948,5912.33,2024-02-18,12
LN22088,CUST12088,Credit Card,49424,4118.67,2023-03-11,12
LN22089,CUST12089,Consumer Durable,69546,3863.67,2024-05-13,18
LN22090,CUST12090,Consumer Durable,32376,5396.0,2023-11-20,6
LN22091,CUST12091,Credit Card,127817,10651.42,2023-03-28,12
LN22092,CUST12092,Credit Card,19042,1586.83,2024-07-29,12
LN22093,CUST12093,Credit Card,18808,1567.33,2024-04-01,12
LN22094,CUST12094,Credit Card,119919,9993.25,2024-09-24,12
LN22095,CUST12095,Credit Card,38292,3191.0,2024-05-04,12
LN22096,CUST12096,Consumer Durable,74249,6187.42,2023-11-10,12
LN22097,CUST12097,Credit Card,91783,7648.58,2023-09-06,12
LN22098,CUST12098,Consumer Durable,189102,31517.0,2023-08-10,6
LN22099,CUST12099,Credit Card,131808,10984.0,2024-10-21,12
LN22100,CUST12100,Personal Loan,150354,12529.5,2023-02-10,12
LN22101,CUST12101,Credit Card,38389,3199.08,2023-12-12,12
LN22102,CUST12102,Credit Card,108575,9047.92,2024-11-03,12
LN22103,CUST12103,Personal Loan,265191,22099.25,2023-04-09,12
LN22104,CUST12104,Credit Card,84926,7077.17,2024-11-25,12
LN22105,CUST12105,Consumer Durable,56092,4674.33,2023-06-10,12
LN22106,CUST12106,Personal Loan,54997,4583.08,2024-03-16,12
LN22107,CUST12107,Consumer Durable,177786,14815.5,2024-05-27,12
LN22108,CUST12108,Credit Card,141424,11785.33,2023-10-16,12
LN22109,CUST12109,Consumer Durable,162971,9053.94,2024-09-05,18
LN22110,CUST12110,Personal Loan,450044,37503.67,2024-11-04,12
LN22111,CUST12111,Consumer Durable,154326,8573.67,2024-02-16,18
LN22112,CUST12112,Credit Card,122492,10207.67,2024-05-06,12
LN22113,CUST12113,Credit Card,57418,4784.83,2024-07-16,12
LN22114,CUST12114,Personal Loan,290410,8066.94,2023-10-18,36
LN22115,CUST12115,Personal Loan,65084,5423.67,2023-11-16,12
LN22116,CUST12116,Personal Loan,462733,9640.27,2024-08-06,48
LN22117,CUST12117,Consumer Durable,153744,8541.33,2023-12-18,18
LN22118,CUST12118,Credit Card,67134,5594.5,2024-07-06,12
LN22119,CUST12119,Consumer Durable,73449,6120.75,2023-05-08,12
LN22120,CUST12120,Personal Loan,342710,28559.17,2023-08-14,12
LN22121,CUST12121,Consumer Durable,44694,3724.5,2023-01-27,12
LN22122,CUST12122,Credit Card,82660,6888.33,2023-12-28,12
LN22123,CUST12123,Credit Card,34616,2884.67,2023-06-13,12
LN22124,CUST12124,Consumer Durable,100549,5586.06,2024-10-15,18
LN22125,CUST12125,Credit Card,22605,1883.75,2023-05-06,12
LN22126,CUST12126,Consumer Durable,174324,9684.67,2024-11-24,18
LN22127,CUST12127,Consumer Durable,147287,24547.83,2024-01-18,6
LN22128,CUST12128,Personal Loan,318361,13265.04,2024-08-26,24
LN22129,CUST12129,Credit Card,45373,3781.08,2023-08-03,12
LN22130,CUST12130,Credit Card,31457,2621.42,2023-05-04,12
LN22131,CUST12131,Consumer Durable,101034,8419.5,2024-11-21,12
LN22132,CUST12132,Credit Card,137808,11484.0,2024-08-28,12
LN22133,CUST12133,Credit Card,34597,2883.08,2023-06-11,12
LN22134,CUST12134,Consumer Durable,92420,15403.33,2024-05-10,6
LN22135,CUST12135,Consumer Durable,176448,9802.67,2024-07-18,18
LN22136,CUST12136,Credit Card,67098,5591.5,2023-08-10,12
