Customer_ID,City,Region,Income_Band,Credit_Score,Customer_Segment
CUST12251,Pune,West,Low,714.0,Mass
CUST12252,Hyderabad,South,Low,657.0,Affluent
CUST12253,Kolkata,East,Medium,672.0,Mass
CUST12254,Mumbai,West,Medium,711.0,Mass
CUST12255,Kolkata,East,Low,718.0,Mass
CUST12256,Pune,West,Medium,750.0,Premium
CUST12257,Hyderabad,South,Low,685.0,Mass
CUST12258,Hyderabad,South,Low,605.0,Affluent
CUST12259,Kolkata,East,Medium,661.0,Premium
CUST12260,Hyderabad,South,Low,676.0,Mass
CUST12261,Hyderabad,South,Low,640.0,Affluent
CUST12262,Mumbai,West,Medium,659.0,Mass
CUST12263,Bangalore,South,High,733.0,Mass
CUST12264,Kolkata,East,Low,709.0,Mass
CUST12265,Delhi NCR,North,Low,701.0,Affluent
CUST12266,Kolkata,East,High,814.0,Mass
CUST12267,Hyderabad,South,High,739.0,Mass
CUST12268,Kolkata,East,Medium,667.0,Mass
CUST12269,Delhi NCR,North,Low,650.0,Mass
CUST12270,Mumbai,West,Low,702.0,Affluent
CUST12271,Pune,West,Medium,660.0,Mass
CUST12272,Hyderabad,South,Low,711.0,Mass
CUST12273,Kolkata,East,Low,629.0,Affluent
CUST12274,Kolkata,East,High,846.0,Mass
CUST12275,Kolkata,East,Low,584.0,Mass
CUST12276,Mumbai,West,Medium,673.0,Mass
CUST12277,Mumbai,West,Medium,735.0,Mass
CUST12278,Bangalore,South,Low,720.0,Affluent
CUST12279,Mumbai,West,Low,636.0,Affluent
CUST12280,Pune,West,High,746.0,Affluent
CUST12281,Bangalore,South,High,753.0,Mass
CUST12282,Delhi NCR,North,Medium,713.0,Mass
CUST12283,Kolkata,East,Low,699.0,Premium
CUST12284,Mumbai,West,Low,692.0,Mass
CUST12285,Hyderabad,South,Medium,751.0,Mass
CUST12286,Hyderabad,South,High,803.0,Affluent
CUST12287,Mumbai,West,High,846.0,Mass
CUST12288,Bangalore,South,Low,677.0,Premium
CUST12289,Mumbai,West,Medium,767.0,Mass
CUST12290,Kolkata,East,Low,556.0,Affluent
CUST12291,Delhi NCR,North,Medium,650.0,Mass
CUST12292,Mumbai,West,Low,551.0,Affluent
CUST12293,Kolkata,East,Low,574.0,Mass
CUST12294,Hyderabad,South,Low,556.0,Affluent
CUST12295,Kolkata,East,Medium,740.0,Mass
CUST12296,Mumbai,West,High,724.0,Mass
CUST12297,Hyderabad,South,High,788.0,Mass
CUST12298,Kolkata,East,Low,701.0,Mass
CUST12299,Bangalore,South,Medium,752.0,Affluent
CUST12300,Pune,West,Low,586.0,Premium
CUST12301,Delhi NCR,North,Medium,763.0,Premium
CUST12302,Delhi NCR,North,Medium,718.0,Mass
CUST12303,Pune,West,Medium,693.0,Premium
CUST12304,Pune,West,Low,596.0,Affluent
CUST12305,Kolkata,East,Medium,755.0,Affluent
CUST12306,Bangalore,South,Medium,673.0,Mass
CUST12307,Pune,West,Medium,779.0,Mass
CUST12308,Hyderabad,South,High,775.0,Affluent
CUST12309,Delhi NCR,North,Medium,720.0,Mass
CUST12310,Bangalore,South,Low,566.0,Affluent
CUST12311,Kolkata,East,Low,625.0,Mass
CUST12312,Kolkata,East,Medium,727.0,Mass
CUST12313,Bangalore,South,Low,607.0,Affluent
CUST12314,Pune,West,Medium,709.0,Mass
CUST12315,Hyderabad,South,Medium,665.0,Affluent
CUST12316,Kolkata,East,Low,669.0,Mass
CUST12317,Kolkata,East,Low,605.0,Mass
CUST12318,Mumbai,West,Medium,715.0,Mass
CUST12319,Delhi NCR,North,Medium,690.0,Mass
CUST12320,Bangalore,South,High,844.0,Mass
CUST12321,Kolkata,East,High,771.0,Mass
CUST12322,Bangalore,South,Low,570.0,Premium
CUST12323,Bangalore,South,Low,590.0,Premium
CUST12324,Mumbai,West,Medium,753.0,Mass
CUST12325,Pune,West,Low,705.0,Mass
CUST12326,Hyderabad,South,Low,659.0,Mass
CUST12327,Bangalore,South,Medium,778.0,Affluent
CUST12328,Pune,West,Low,644.0,Mass
CUST12329,Hyderabad,South,Low,697.0,Mass
CUST12330,Delhi NCR,North,Medium,660.0,Mass
CUST12331,Pune,West,Medium,736.0,Affluent
CUST12332,Mumbai,West,Medium,752.0,Affluent
CUST12333,Delhi NCR,North,Medium,714.0,Premium
CUST12334,Hyderabad,South,High,725.0,Premium
CUST12335,Kolkata,East,Low,705.0,Mass
CUST12336,Kolkata,East,Low,704.0,Mass
CUST12337,Pune,West,Medium,707.0,Mass
CUST12338,Delhi NCR,North,Medium,707.0,Affluent
CUST12339,Mumbai,West,Low,555.0,Premium
CUST12340,Hyderabad,South,Low,576.0,Affluent
CUST12341,Kolkata,East,Low,684.0,Mass
CUST12342,Pune,West,Medium,655.0,Mass
CUST12343,Mumbai,West,Low,713.0,Mass
CUST12344,Delhi NCR,North,High,790.0,Mass
CUST12345,Bangalore,South,Low,588.0,Affluent
CUST12346,Kolkata,East,High,808.0,Affluent
CUST12347,Bangalore,South,Medium,701.0,Mass
CUST12348,Hyderabad,South,Medium,775.0,Mass
CUST12349,Pune,West,Low,556.0,Affluent
CUST12350,Hyderabad,South,High,754.0,Mass
CUST12351,Mumbai,West,High,735.0,Mass
CUST12352,Pune,West,Medium,780.0,Mass
CUST12353,Hyderabad,South,Medium,735.0,Affluent
CUST12354,Mumbai,West,Low,631.0,Mass
CUST12355,Hyderabad,South,Medium,748.0,Affluent
CUST12356,Pune,West,Low,665.0,Mass
CUST12357,Delhi NCR,North,Low,618.0,Mass
CUST12358,Delhi NCR,North,High,741.0,Mass
CUST12359,Bangalore,South,Medium,761.0,Mass
CUST12360,Pune,West,Low,661.0,Affluent
CUST12361,Hyderabad,South,Medium,780.0,Affluent
CUST12362,Pune,West,Low,717.0,Affluent
CUST12363,Delhi NCR,North,Medium,669.0,Mass
CUST12364,Hyderabad,South,Medium,742.0,Affluent
CUST12365,Pune,West,Medium,749.0,Mass
CUST12366,Mumbai,West,Low,557.0,Premium
CUST12367,Mumbai,West,Medium,672.0,Mass
CUST12368,Kolkata,East,Low,565.0,Mass
CUST12369,Mumbai,West,High,803.0,Mass
CUST12370,Hyderabad,South,Medium,734.0,Affluent
CUST12371,Kolkata,East,Medium,682.0,Mass
CUST12372,Hyderabad,South,Medium,771.0,Affluent
CUST12373,Hyderabad,South,Medium,650.0,Mass
CUST12374,Delhi NCR,North,Low,670.0,Premium
CUST12375,Mumbai,West,Low,599.0,Mass
CUST12376,Hyderabad,South,Low,582.0,Affluent
CUST12377,Kolkata,East,Medium,741.0,Mass
CUST12378,Pune,West,Medium,696.0,Premium
CUST12379,Kolkata,East,Low,672.0,Affluent
CUST12380,Bangalore,South,Low,614.0,Mass
CUST12381,Bangalore,South,Medium,709.0,Mass
CUST12382,Bangalore,South,Medium,713.0,Premium
CUST12383,Kolkata,East,Medium,734.0,Affluent
CUST12384,Delhi NCR,North,Low,593.0,Mass
CUST12385,Delhi NCR,North,Medium,717.0,Affluent
CUST12386,Hyderabad,South,Low,616.0,Mass
CUST12387,Hyderabad,South,High,771.0,Mass
CUST12388,Kolkata,East,Medium,652.0,Affluent
CUST12389,Mumbai,West,High,839.0,Affluent
CUST12390,Hyderabad,South,Medium,692.0,Affluent
CUST12391,Hyderabad,South,Low,680.0,Affluent
CUST12392,Kolkata,East,Low,682.0,Affluent
CUST12393,Hyderabad,South,Low,682.0,Affluent
CUST12394,Delhi NCR,North,Low,618.0,Premium
CUST12395,Delhi NCR,North,Low,708.0,Affluent
CUST12396,Pune,West,Medium,711.0,Affluent
CUST12397,Kolkata,East,Low,595.0,Mass
CUST12398,Bangalore,South,Low,616.0,Affluent
CUST12399,Kolkata,East,Medium,758.0,Mass
CUST12400,Kolkata,East,Medium,661.0,Affluent
CUST12401,Kolkata,East,Medium,715.0,Mass
CUST12402,Pune,West,Low,662.0,Mass
CUST12403,Hyderabad,South,Low,690.0,Mass
CUST12404,Hyderabad,South,Low,687.0,Affluent
CUST12405,Mumbai,West,Low,653.0,Mass
CUST12406,Delhi NCR,North,Low,646.0,Mass
CUST12407,Hyderabad,South,High,846.0,Mass
CUST12408,Delhi NCR,North,Low,713.0,Mass
CUST12409,Delhi NCR,North,High,750.0,Mass
CUST12410,Hyderabad,South,Medium,680.0,Affluent
CUST12411,Hyderabad,South,Low,719.0,Affluent
CUST12412,Hyderabad,South,Medium,760.0,Mass
CUST12413,Hyderabad,South,High,739.0,Mass
CUST12414,Kolkata,East,Low,695.0,Mass
CUST12415,Pune,West,Medium,776.0,Mass
CUST12416,Hyderabad,South,Medium,758.0,Affluent
CUST12417,Hyderabad,South,Low,576.0,Affluent
CUST12418,Hyderabad,South,High,788.0,Mass
CUST12419,Kolkata,East,Medium,686.0,Mass
CUST12420,Bangalore,South,Medium,694.0,Mass
CUST12421,Delhi NCR,North,High,848.0,Premium
CUST12422,Mumbai,West,High,768.0,Mass
CUST12423,Bangalore,South,Medium,763.0,Mass
CUST12424,Delhi NCR,North,Low,623.0,Mass
CUST12425,Hyderabad,South,High,744.0,Affluent
CUST12426,Mumbai,West,Low,597.0,Mass
CUST12427,Delhi NCR,North,High,805.0,Mass
CUST12428,Mumbai,West,Medium,650.0,Affluent
CUST12429,Hyderabad,South,High,840.0,Mass
CUST12430,Pune,West,Medium,700.0,Affluent
CUST12431,Mumbai,West,Low,650.0,Affluent
CUST12432,Bangalore,South,Low,599.0,Mass
CUST12433,Hyderabad,South,High,802.0,Mass
CUST12434,Mumbai,West,High,782.0,Premium
CUST12435,Delhi NCR,North,Medium,694.0,Affluent
CUST12436,Pune,West,Low,636.0,Mass
CUST12437,Bangalore,South,Medium,667.0,Mass
CUST12438,Bangalore,South,Medium,741.0,Affluent
CUST12439,Kolkata,East,Medium,770.0,Affluent
CUST12440,Mumbai,West,Low,672.0,Affluent
CUST12441,Mumbai,West,Low,582.0,Mass
CUST12442,Bangalore,South,Medium,667.0,Mass
CUST12443,Bangalore,South,High,798.0,Mass
CUST12444,Bangalore,South,Low,599.0,Premium
CUST12445,Hyderabad,South,High,778.0,Affluent
CUST12446,Hyderabad,South,Medium,726.0,Mass
CUST12447,Pune,West,Low,698.0,Mass
CUST12448,Kolkata,East,High,823.0,Mass
CUST12449,Delhi NCR,North,Medium,764.0,Affluent
CUST12450,Delhi NCR,North,Medium,746.0,Affluent
CUST12451,Pune,West,Medium,725.0,Mass
CUST12452,Delhi NCR,North,Medium,669.0,Affluent
CUST12453,Mumbai,West,Medium,764.0,Mass
CUST12454,Bangalore,South,High,807.0,Affluent
CUST12455,Mumbai,West,Medium,693.0,Affluent
CUST12456,Mumbai,West,Medium,778.0,Affluent
CUST12457,Hyderabad,South,Low,585.0,Mass
CUST12458,Mumbai,West,Low,701.0,Mass
CUST12459,Kolkata,East,Medium,660.0,Mass
CUST12460,Mumbai,West,Low,720.0,Mass
CUST12461,Pune,West,High,796.0,Affluent
CUST12462,Hyderabad,South,High,735.0,Mass
CUST12463,Pune,West,Medium,658.0,Mass
CUST12464,Delhi NCR,North,Low,557.0,Affluent
CUST12465,Mumbai,West,High,789.0,Mass
CUST12466,Hyderabad,South,Medium,701.0,Mass
CUST12467,Mumbai,West,High,774.0,Premium
CUST12468,Delhi NCR,North,Medium,776.0,Premium
CUST12469,Bangalore,South,Low,577.0,Mass
CUST12470,Mumbai,West,High,805.0,Mass
CUST12471,Kolkata,East,Medium,683.0,Affluent
CUST12472,Kolkata,East,Low,702.0,Affluent
CUST12473,Pune,West,High,732.0,Mass
CUST12474,Kolkata,East,High,794.0,Mass
CUST12475,Mumbai,West,Medium,682.0,Mass
CUST12476,Mumbai,West,High,797.0,Affluent
CUST12477,Kolkata,East,Medium,656.0,Affluent
CUST12478,Kolkata,East,High,739.0,Affluent
CUST12479,Hyderabad,South,High,741.0,Mass
CUST12480,Bangalore,South,High,775.0,Affluent
CUST12481,Pune,West,Medium,724.0,Affluent
CUST12482,Delhi NCR,North,Medium,700.0,Mass
CUST12483,Pune,West,Low,603.0,Affluent
CUST12484,Delhi NCR,North,Low,655.0,Affluent
CUST12485,Mumbai,West,High,805.0,Mass
CUST12486,Delhi NCR,North,High,727.0,Premium
CUST12487,Bangalore,South,Low,638.0,Affluent
CUST12488,Hyderabad,South,Medium,654.0,Premium
CUST12489,Bangalore,South,High,787.0,Mass
CUST12490,Hyderabad,South,Low,634.0,Affluent
CUST12491,Bangalore,South,Low,653.0,Premium
CUST12492,Kolkata,East,Medium,722.0,Mass
CUST12493,Mumbai,West,High,835.0,Affluent
CUST12494,Pune,West,High,740.0,Mass
CUST12495,Pune,West,Medium,675.0,Mass
CUST12496,Pune,West,Low,698.0,Mass
CUST12497,Mumbai,West,Medium,752.0,Affluent
CUST12498,Hyderabad,South,Medium,742.0,Mass
CUST12499,Delhi NCR,North,Low,635.0,Mass
CUST12500,Pune,West,Medium,660.0,Premium
CUST12501,Bangalore,South,Medium,716.0,Mass
CUST12502,Delhi NCR,North,Medium,686.0,Mass
CUST12503,Bangalore,South,Medium,733.0,Affluent
CUST12504,Hyderabad,South,Medium,661.0,Mass
CUST12505,Delhi NCR,North,Medium,770.0,Mass
CUST12506,Delhi NCR,North,Medium,744.0,Mass
CUST12507,Kolkata,East,Medium,728.0,Mass
CUST12508,Kolkata,East,Low,666.0,Affluent
CUST12509,Bangalore,South,Medium,669.0,Premium
CUST12510,Delhi NCR,North,Low,701.0,Mass
CUST12511,Bangalore,South,Medium,720.0,Mass
CUST12512,Mumbai,West,Low,691.0,Affluent
CUST12513,Mumbai,West,Low,648.0,Affluent
CUST12514,Mumbai,West,Medium,659.0,Mass
CUST12515,Bangalore,South,Medium,677.0,Mass
CUST12516,Pune,West,High,754.0,Premium
CUST12517,Pune,West,Low,576.0,Mass
CUST12518,Mumbai,West,High,803.0,Mass
CUST12519,Delhi NCR,North,Low,696.0,Affluent
CUST12520,Hyderabad,South,Low,660.0,Affluent
CUST12521,Mumbai,West,Low,589.0,Mass
CUST12522,Pune,West,High,834.0,Affluent
CUST12523,Mumbai,West,Low,706.0,Affluent
CUST12524,Delhi NCR,North,Medium,687.0,Mass
CUST12525,Kolkata,East,Low,660.0,Mass
CUST12526,Mumbai,West,Low,628.0,Affluent
CUST12527,Kolkata,East,High,729.0,Mass
CUST12528,Kolkata,East,Medium,684.0,Mass
CUST12529,Pune,West,Medium,681.0,Mass
CUST12530,Hyderabad,South,High,796.0,Mass
CUST12531,Kolkata,East,Low,713.0,Affluent
CUST12532,Mumbai,West,Low,603.0,Mass
CUST12533,Delhi NCR,North,High,827.0,Mass
CUST12534,Hyderabad,South,Medium,744.0,Mass
CUST12535,Pune,West,High,782.0,Affluent
CUST12536,Delhi NCR,North,Low,599.0,Affluent
CUST12537,Hyderabad,South,Medium,711.0,Mass
CUST12538,Bangalore,South,Low,594.0,Affluent
CUST12539,Kolkata,East,Low,719.0,Mass
CUST12540,Kolkata,East,Medium,701.0,Mass
CUST12541,Kolkata,East,Medium,653.0,Affluent
CUST12542,Bangalore,South,Medium,719.0,Mass
CUST12543,Delhi NCR,North,Medium,709.0,Mass
CUST12544,Hyderabad,South,Low,675.0,Premium
CUST12545,Delhi NCR,North,Low,675.0,Affluent
CUST12546,Delhi NCR,North,Medium,681.0,Premium
CUST12547,Mumbai,West,High,740.0,Mass
CUST12548,Bangalore,South,Medium,780.0,Premium
CUST12549,Pune,West,High,815.0,Affluent
CUST12550,Bangalore,South,Low,701.0,Mass
CUST12551,Bangalore,South,Medium,692.0,Affluent
CUST12552,Kolkata,East,Medium,731.0,Mass
CUST12553,Delhi NCR,North,Low,582.0,Mass
CUST12554,Kolkata,East,Low,684.0,Mass
CUST12555,Hyderabad,South,High,735.0,Affluent
CUST12556,Pune,West,Low,708.0,Affluent
CUST12557,Mumbai,West,Medium,694.0,Mass
CUST12558,Hyderabad,South,Low,715.0,Mass
CUST12559,Delhi NCR,North,Medium,729.0,Mass
CUST12560,Pune,West,Low,578.0,Mass
CUST12561,Delhi NCR,North,Low,647.0,Mass
CUST12562,Delhi NCR,North,Medium,705.0,Mass
CUST12563,Mumbai,West,High,736.0,Mass
CUST12564,Delhi NCR,North,Low,603.0,Mass
CUST12565,Mumbai,West,Low,628.0,Mass
CUST12566,Delhi NCR,North,Low,714.0,Mass
CUST12567,Hyderabad,South,Medium,657.0,Affluent
CUST12568,Bangalore,South,Low,585.0,Premium
CUST12569,Pune,West,Low,671.0,Mass
CUST12570,Mumbai,West,High,733.0,Mass
CUST12571,Pune,West,Low,709.0,Mass
CUST12572,Pune,West,Medium,765.0,Mass
CUST12573,Pune,West,Low,701.0,Mass
CUST12574,Hyderabad,South,Medium,666.0,Mass
CUST12575,Delhi NCR,North,Low,661.0,Affluent
CUST12576,Bangalore,South,Medium,692.0,Mass
CUST12577,Pune,West,Medium,705.0,Mass
CUST12578,Kolkata,East,Medium,660.0,Mass
CUST12579,Hyderabad,South,Low,622.0,Mass
CUST12580,Hyderabad,South,Low,641.0,Affluent
CUST12581,Pune,West,Low,566.0,Mass
CUST12582,Delhi NCR,North,High,843.0,Affluent
CUST12583,Mumbai,West,Medium,744.0,Mass
CUST12584,Kolkata,East,Medium,685.0,Mass
CUST12585,Delhi NCR,North,Medium,727.0,Mass
CUST12586,Delhi NCR,North,Low,569.0,Mass
CUST12587,Hyderabad,South,High,840.0,Affluent
CUST12588,Bangalore,South,Medium,755.0,Premium
CUST12589,Kolkata,East,Medium,678.0,Mass
CUST12590,Kolkata,East,High,804.0,Affluent
CUST12591,Mumbai,West,Medium,776.0,Mass
CUST12592,Kolkata,East,High,735.0,Mass
CUST12593,Delhi NCR,North,Medium,744.0,Mass
CUST12594,Kolkata,East,Medium,727.0,Mass
CUST12595,Delhi NCR,North,Low,627.0,Affluent
CUST12596,Bangalore,South,Medium,723.0,Mass
CUST12597,Pune,West,Low,602.0,Mass
CUST12598,Hyderabad,South,Low,715.0,Mass
CUST12599,Kolkata,East,Medium,655.0,Affluent
CUST12600,Bangalore,South,Medium,666.0,Mass
CUST12601,Mumbai,West,High,847.0,Affluent
CUST12602,Kolkata,East,Low,562.0,Mass
CUST12603,Mumbai,West,Low,616.0,Mass
CUST12604,Kolkata,East,Medium,728.0,Mass
CUST12605,Delhi NCR,North,Medium,753.0,Affluent
CUST12606,Hyderabad,South,Medium,729.0,Mass
CUST12607,Kolkata,East,Medium,767.0,Affluent
CUST12608,Mumbai,West,Low,654.0,Mass
CUST12609,Mumbai,West,Medium,762.0,Affluent
CUST12610,Pune,West,Low,668.0,Affluent
CUST12611,Bangalore,South,Medium,724.0,Mass
CUST12612,Bangalore,South,Medium,710.0,Mass
CUST12613,Pune,West,High,746.0,Affluent
CUST12614,Pune,West,Medium,676.0,Affluent
CUST12615,Bangalore,South,Medium,722.0,Mass
CUST12616,Mumbai,West,High,790.0,Affluent
CUST12617,Pune,West,Medium,737.0,Affluent
CUST12618,Pune,West,Medium,657.0,Mass
CUST12619,Pune,West,Medium,665.0,Affluent
CUST12620,Hyderabad,South,High,799.0,Affluent
CUST12621,Pune,West,Medium,703.0,Mass
CUST12622,Mumbai,West,High,770.0,Mass
CUST12623,Mumbai,West,Medium,688.0,Mass
CUST12624,Hyderabad,South,Low,594.0,Mass
CUST12625,Mumbai,West,Medium,741.0,Mass
CUST12626,Hyderabad,South,Medium,663.0,Mass
CUST12627,Bangalore,South,Low,710.0,Affluent
CUST12628,Delhi NCR,North,Low,677.0,Affluent
CUST12629,Hyderabad,South,Low,660.0,Mass
CUST12630,Bangalore,South,Low,628.0,Affluent
CUST12631,Delhi NCR,North,Medium,705.0,Affluent
CUST12632,Hyderabad,South,Low,584.0,Mass
CUST12633,Delhi NCR,North,Low,620.0,Mass
CUST12634,Mumbai,West,Low,696.0,Mass
CUST12635,Hyderabad,South,Low,637.0,Mass
CUST12636,Delhi NCR,North,Medium,677.0,Premium
CUST12637,Pune,West,Low,562.0,Mass
CUST12638,Kolkata,East,Medium,762.0,Premium
CUST12639,Delhi NCR,North,Low,611.0,Mass
CUST12640,Delhi NCR,North,High,807.0,Affluent
CUST12641,Hyderabad,South,Medium,699.0,Premium
CUST12642,Delhi NCR,North,Low,658.0,Affluent
CUST12643,Pune,West,Low,695.0,Mass
CUST12644,Hyderabad,South,High,805.0,Mass
CUST12645,Kolkata,East,Medium,739.0,Mass
CUST12646,Delhi NCR,North,Low,617.0,Mass
CUST12647,Mumbai,West,Low,558.0,Affluent
CUST12648,Pune,West,Low,646.0,Mass
CUST12649,Hyderabad,South,Medium,664.0,Mass
CUST12650,Hyderabad,South,Low,574.0,Premium
CUST12651,Bangalore,South,Low,669.0,Premium
CUST12652,Bangalore,South,Low,701.0,Mass
CUST12653,Delhi NCR,North,High,806.0,Mass
CUST12654,Kolkata,East,Medium,719.0,Mass
CUST12655,Pune,West,Medium,695.0,Mass
CUST12656,Delhi NCR,North,Low,623.0,Affluent
CUST12657,Delhi NCR,North,Low,666.0,Affluent
CUST12658,Hyderabad,South,Low,669.0,Mass
CUST12659,Bangalore,South,Medium,735.0,Premium
CUST12660,Kolkata,East,Medium,774.0,Affluent
CUST12661,Bangalore,South,Low,558.0,Affluent
CUST12662,Mumbai,West,Medium,770.0,Mass
CUST12663,Pune,West,High,774.0,Mass
CUST12664,Kolkata,East,Medium,680.0,Mass
CUST12665,Mumbai,West,Low,717.0,Mass
CUST12666,Bangalore,South,Low,588.0,Premium
CUST12667,Delhi NCR,North,Medium,692.0,Mass
CUST12668,Delhi NCR,North,Low,561.0,Mass
CUST12669,Bangalore,South,Low,557.0,Mass
CUST12670,Hyderabad,South,Medium,717.0,Affluent
CUST12671,Bangalore,South,Medium,714.0,Affluent
CUST12672,Hyderabad,South,Low,593.0,Affluent
CUST12673,Hyderabad,South,Low,643.0,Affluent
CUST12674,Bangalore,South,Medium,713.0,Mass
CUST12675,Delhi NCR,North,Medium,664.0,Mass
CUST12676,Delhi NCR,North,Low,647.0,Affluent
CUST12677,Mumbai,West,Medium,658.0,Affluent
CUST12678,Bangalore,South,Medium,662.0,Mass
CUST12679,Delhi NCR,North,High,813.0,Affluent
CUST12680,Bangalore,South,Low,561.0,Mass
CUST12681,Bangalore,South,Low,558.0,Mass
CUST12682,Delhi NCR,North,Medium,658.0,Mass
CUST12683,Bangalore,South,Low,593.0,Mass
CUST12684,Delhi NCR,North,High,790.0,Affluent
CUST12685,Hyderabad,South,Medium,751.0,Affluent
CUST12686,Mumbai,West,Low,641.0,Affluent
CUST12687,Mumbai,West,Low,653.0,Mass
CUST12688,Bangalore,South,Medium,695.0,Affluent
CUST12689,Delhi NCR,North,Medium,668.0,Mass
CUST12690,Mumbai,West,Low,636.0,Mass
CUST12691,Mumbai,West,Low,593.0,Affluent
CUST12692,Pune,West,Medium,669.0,Affluent
CUST12693,Hyderabad,South,Medium,687.0,Premium
CUST12694,Delhi NCR,North,High,809.0,Affluent
CUST12695,Delhi NCR,North,Medium,763.0,Mass
CUST12696,Bangalore,South,Medium,749.0,Mass
CUST12697,Mumbai,West,Medium,774.0,Mass
CUST12698,Delhi NCR,North,Low,643.0,Mass
CUST12699,Kolkata,East,High,780.0,Mass
CUST12700,Hyderabad,South,Medium,705.0,Mass
CUST12701,Delhi NCR,North,High,771.0,Mass
CUST12702,Pune,West,High,850.0,Mass
CUST12703,Delhi NCR,North,Low,640.0,Affluent
CUST12704,Pune,West,Medium,756.0,Affluent
CUST12705,Kolkata,East,Medium,656.0,Affluent
CUST12706,Kolkata,East,High,814.0,Mass
CUST12707,Hyderabad,South,Low,562.0,Mass
CUST12708,Delhi NCR,North,High,813.0,Mass
CUST12709,Mumbai,West,Medium,654.0,Affluent
CUST12710,Bangalore,South,Medium,689.0,Mass
CUST12711,Kolkata,East,Low,665.0,Affluent
CUST12712,Mumbai,West,Low,605.0,Affluent
CUST12713,Hyderabad,South,Low,677.0,Affluent
CUST12714,Kolkata,East,Low,586.0,Mass
CUST12715,Pune,West,Medium,778.0,Affluent
CUST12716,Kolkata,East,Low,616.0,Mass
CUST12717,Delhi NCR,North,Medium,682.0,Mass
CUST12718,Kolkata,East,Low,613.0,Affluent
CUST12719,Hyderabad,South,Medium,780.0,Affluent
CUST12720,Delhi NCR,North,Low,670.0,Mass
CUST12721,Delhi NCR,North,Medium,738.0,Mass
CUST12722,Kolkata,East,Medium,756.0,Affluent
CUST12723,Mumbai,West,Medium,779.0,Mass
CUST12724,Mumbai,West,Medium,665.0,Mass
CUST12725,Bangalore,South,Low,650.0,Mass
CUST12726,Pune,West,Low,618.0,Mass
CUST12727,Bangalore,South,Low,673.0,Mass
CUST12728,Bangalore,South,Medium,775.0,Mass
CUST12729,Delhi NCR,North,Medium,773.0,Affluent
CUST12730,Delhi NCR,North,Low,630.0,Mass
CUST12731,Bangalore,South,Low,574.0,Mass
CUST12732,Hyderabad,South,Medium,697.0,Mass
CUST12733,Kolkata,East,High,812.0,Mass
CUST12734,Mumbai,West,Low,636.0,Affluent
CUST12735,Pune,West,High,828.0,Affluent
CUST12736,Mumbai,West,Medium,725.0,Mass
CUST12737,Kolkata,East,Medium,707.0,Affluent
CUST12738,Delhi NCR,North,Medium,651.0,Mass
CUST12739,Pune,West,High,802.0,Affluent
CUST12740,Delhi NCR,North,Medium,728.0,Mass
CUST12741,Hyderabad,South,Low,681.0,Affluent
CUST12742,Mumbai,West,Low,718.0,Affluent
CUST12743,Mumbai,West,Medium,680.0,Mass
CUST12744,Kolkata,East,Medium,752.0,Mass
CUST12745,Bangalore,South,High,825.0,Affluent
CUST12746,Delhi NCR,North,Medium,780.0,Affluent
CUST12747,Bangalore,South,High,816.0,Affluent
CUST12748,Hyderabad,South,High,812.0,Affluent
CUST12749,Bangalore,South,Medium,669.0,Premium
CUST12750,Kolkata,East,Low,699.0,Affluent
CUST12751,Hyderabad,South,Medium,685.0,Affluent
CUST12752,Delhi NCR,North,Low,696.0,Premium
CUST12753,Pune,West,Medium,676.0,Affluent
CUST12754,Bangalore,South,Low,618.0,Affluent
CUST12755,Delhi NCR,North,High,759.0,Mass
CUST12756,Bangalore,South,Medium,689.0,Affluent
CUST12757,Hyderabad,South,Low,670.0,Mass
CUST12758,Bangalore,South,Medium,696.0,Mass
CUST12759,Delhi NCR,North,Low,627.0,Mass
CUST12760,Delhi NCR,North,High,842.0,Mass
CUST12761,Delhi NCR,North,High,727.0,Mass
CUST12762,Delhi NCR,North,Low,666.0,Mass
CUST12763,Bangalore,South,Low,701.0,Affluent
CUST12764,Bangalore,South,Medium,733.0,Affluent
CUST12765,Mumbai,West,Medium,693.0,Mass
CUST12766,Hyderabad,South,Low,603.0,Mass
CUST12767,Pune,West,High,775.0,Mass
CUST12768,Bangalore,South,Medium,725.0,Affluent
CUST12769,Delhi NCR,North,Low,569.0,Mass
CUST12770,Kolkata,East,Medium,666.0,Affluent
CUST12771,Hyderabad,South,Low,639.0,Affluent
CUST12772,Bangalore,South,Medium,741.0,Mass
CUST12773,Bangalore,South,High,849.0,Mass
CUST12774,Delhi NCR,North,Low,655.0,Mass
CUST12775,Kolkata,East,Medium,687.0,Mass
CUST12776,Mumbai,West,Low,695.0,Mass
CUST12777,Pune,West,Medium,737.0,Affluent
CUST12778,Kolkata,East,Medium,727.0,Mass
CUST12779,Bangalore,South,Medium,756.0,Affluent
CUST12780,Kolkata,East,High,741.0,Premium
CUST12781,Hyderabad,South,Medium,725.0,Mass
CUST12782,Kolkata,East,Medium,727.0,Mass
CUST12783,Bangalore,South,Low,575.0,Mass
CUST12784,Delhi NCR,North,Low,661.0,Mass
CUST12785,Mumbai,West,Medium,724.0,Mass
CUST12786,Hyderabad,South,Low,552.0,Mass
CUST12787,Bangalore,South,Low,555.0,Mass
CUST12788,Hyderabad,South,Medium,710.0,Affluent
CUST12789,Hyderabad,South,Medium,716.0,Mass
