,Customer_ID,City,Region,Income_Band,Credit_Score,Customer_Segment
1453,CUST11453,Mumbai,West,Low,703.0,Mass
1454,CUST11454,Kolkata,East,Medium,753.0,Affluent
1455,CUST11455,Pune,West,Low,674.0,Mass
1456,CUST11456,Bangalore,South,Low,580.0,Premium
1457,CUST11457,Pune,West,Medium,768.0,Mass
1458,CUST11458,Hyderabad,South,Medium,721.0,Affluent
1459,CUST11459,Hyderabad,South,Low,590.0,Mass
1460,CUST11460,Pune,West,Low,681.0,Affluent
1461,CUST11461,Pune,West,High,830.0,Premium
1462,CUST11462,Bangalore,South,Medium,777.0,Affluent
1463,CUST11463,Delhi NCR,North,Low,615.0,Affluent
1464,CUST11464,Kolkata,East,High,727.0,Mass
1465,CUST11465,Delhi NCR,North,Low,608.0,Affluent
1466,CUST11466,Bangalore,South,Medium,672.0,Affluent
1467,CUST11467,Bangalore,South,Low,670.0,Mass
1468,CUST11468,Mumbai,West,Medium,762.0,Mass
1469,CUST11469,Bangalore,South,Low,625.0,Mass
1470,CUST11470,Bangalore,South,Medium,663.0,Mass
1471,CUST11471,Mumbai,West,Low,554.0,Affluent
1472,CUST11472,Hyderabad,South,Medium,770.0,Mass
1473,CUST11473,Delhi NCR,North,High,785.0,Mass
1474,CUST11474,Delhi NCR,North,High,785.0,Affluent
1475,CUST11475,Delhi NCR,North,Medium,656.0,Mass
1476,CUST11476,Kolkata,East,Medium,732.0,Mass
1477,CUST11477,Mumbai,West,Medium,760.0,Mass
1478,CUST11478,Pune,West,Low,600.0,Mass
1479,CUST11479,Hyderabad,South,Low,675.0,Mass
1480,CUST11480,Mumbai,West,Medium,694.0,Mass
1481,CUST11481,Bangalore,South,Low,601.0,Mass
1482,CUST11482,Pune,West,Medium,673.0,Mass
1483,CUST11483,Hyderabad,South,Medium,657.0,Premium
1484,CUST11484,Kolkata,East,Low,675.0,Premium
1485,CUST11485,Bangalore,South,Low,649.0,Mass
1486,CUST11486,Delhi NCR,North,High,729.0,Mass
1487,CUST11487,Bangalore,South,Medium,692.0,Mass
1488,CUST11488,Kolkata,East,Low,602.0,Mass
1489,CUST11489,Delhi NCR,North,Medium,753.0,Affluent
1490,CUST11490,Kolkata,East,Medium,691.0,Mass
1491,CUST11491,Kolkata,East,Medium,740.0,Affluent
1492,CUST11492,Hyderabad,South,High,735.0,Mass
1493,CUST11493,Hyderabad,South,Low,654.0,Mass
1494,CUST11494,Hyderabad,South,Low,641.0,Mass
1495,CUST11495,Hyderabad,South,Low,692.0,Affluent
1496,CUST11496,Bangalore,South,High,739.0,Mass
1497,CUST11497,Pune,West,High,798.0,Affluent
1498,CUST11498,Delhi NCR,North,Medium,689.0,Affluent
1499,CUST11499,Bangalore,South,Medium,693.0,Mass
1500,CUST11500,Kolkata,East,Medium,738.0,Mass
1501,CUST11501,Pune,West,Low,614.0,Affluent
1502,CUST11502,Delhi NCR,North,Medium,732.0,Affluent
1503,CUST11503,Pune,West,Low,597.0,Mass
1504,CUST11504,Pune,West,High,824.0,Mass
1505,CUST11505,Bangalore,South,High,751.0,Mass
1506,CUST11506,Kolkata,East,Medium,739.0,Mass
1507,CUST11507,Delhi NCR,North,Medium,660.0,Mass
1508,CUST11508,Bangalore,South,Low,675.0,Premium
1509,CUST11509,Delhi NCR,North,High,777.0,Affluent
1510,CUST11510,Mumbai,West,Low,624.0,Premium
1511,CUST11511,Mumbai,West,Low,671.0,Mass
1512,CUST11512,Hyderabad,South,Medium,666.0,Mass
1513,CUST11513,Kolkata,East,High,724.0,Mass
1514,CUST11514,Bangalore,South,Low,575.0,Mass
1515,CUST11515,Kolkata,East,Medium,774.0,Affluent
1516,CUST11516,Bangalore,South,High,809.0,Affluent
1517,CUST11517,Pune,West,Low,701.0,Affluent
1518,CUST11518,Mumbai,West,High,836.0,Mass
1519,CUST11519,Hyderabad,South,Medium,728.0,Mass
1520,CUST11520,Delhi NCR,North,Low,712.0,Affluent
1521,CUST11521,Bangalore,South,Medium,776.0,Mass
1522,CUST11522,Hyderabad,South,Medium,768.0,Mass
1523,CUST11523,Kolkata,East,Low,654.0,Mass
1524,CUST11524,Delhi NCR,North,Low,592.0,Mass
1525,CUST11525,Bangalore,South,High,730.0,Mass
1526,CUST11526,Delhi NCR,North,Medium,670.0,Affluent
1527,CUST11527,Kolkata,East,Medium,754.0,Mass
1528,CUST11528,Hyderabad,South,Medium,677.0,Affluent
1529,CUST11529,Bangalore,South,Low,598.0,Mass
1530,CUST11530,Mumbai,West,High,779.0,Mass
1531,CUST11531,Delhi NCR,North,High,833.0,Affluent
1532,CUST11532,Hyderabad,South,High,830.0,Mass
1533,CUST11533,Mumbai,West,High,742.0,Affluent
1534,CUST11534,Kolkata,East,Low,590.0,Affluent
1535,CUST11535,Pune,West,Low,659.0,Affluent
1536,CUST11536,Pune,West,Low,719.0,Mass
1537,CUST11537,Delhi NCR,North,Medium,667.0,Mass
1538,CUST11538,Delhi NCR,North,High,787.0,Mass
1539,CUST11539,Delhi NCR,North,Low,673.0,Mass
1540,CUST11540,Pune,West,Low,693.0,Mass
1541,CUST11541,Delhi NCR,North,Medium,723.0,Mass
1542,CUST11542,Hyderabad,South,Low,556.0,Affluent
1543,CUST11543,Hyderabad,South,Low,673.0,Mass
1544,CUST11544,Delhi NCR,North,Medium,721.0,Mass
1545,CUST11545,Bangalore,South,High,826.0,Affluent
1546,CUST11546,Bangalore,South,Medium,699.0,Premium
1547,CUST11547,Mumbai,West,Medium,733.0,Affluent
1548,CUST11548,Kolkata,East,Low,671.0,Mass
1549,CUST11549,Pune,West,Medium,718.0,Mass
1550,CUST11550,Delhi NCR,North,Medium,726.0,Mass
1551,CUST11551,Kolkata,East,Medium,676.0,Mass
1552,CUST11552,Hyderabad,South,Low,682.0,Mass
1553,CUST11553,Kolkata,East,High,787.0,Affluent
1554,CUST11554,Mumbai,West,Medium,683.0,Affluent
1555,CUST11555,Bangalore,South,Low,597.0,Mass
1556,CUST11556,Kolkata,East,Medium,666.0,Mass
1557,CUST11557,Hyderabad,South,Low,558.0,Affluent
1558,CUST11558,Kolkata,East,Medium,761.0,Affluent
1559,CUST11559,Delhi NCR,North,Low,573.0,Mass
1560,CUST11560,Kolkata,East,Low,584.0,Mass
1561,CUST11561,Delhi NCR,North,Medium,651.0,Mass
1562,CUST11562,Bangalore,South,Low,550.0,Affluent
1563,CUST11563,Pune,West,Medium,720.0,Affluent
1564,CUST11564,Kolkata,East,Low,623.0,Mass
1565,CUST11565,Hyderabad,South,Medium,772.0,Mass
1566,CUST11566,Delhi NCR,North,Medium,674.0,Premium
1567,CUST11567,Delhi NCR,North,High,841.0,Premium
1568,CUST11568,Pune,West,Low,712.0,Affluent
1569,CUST11569,Hyderabad,South,High,746.0,Affluent
1570,CUST11570,Kolkata,East,Low,603.0,Mass
1571,CUST11571,Pune,West,Medium,778.0,Mass
1572,CUST11572,Kolkata,East,Low,572.0,Premium
1573,CUST11573,Delhi NCR,North,Low,563.0,Mass
1574,CUST11574,Pune,West,Low,568.0,Mass
1575,CUST11575,Pune,West,Medium,753.0,Mass
1576,CUST11576,Mumbai,West,Low,703.0,Mass
1577,CUST11577,Mumbai,West,Medium,714.0,Mass
1578,CUST11578,Kolkata,East,Medium,657.0,Mass
1579,CUST11579,Delhi NCR,North,Medium,669.0,Mass
1580,CUST11580,Delhi NCR,North,Medium,763.0,Affluent
1581,CUST11581,Kolkata,East,Medium,734.0,Affluent
1582,CUST11582,Pune,West,Medium,664.0,Premium
1583,CUST11583,Kolkata,East,High,767.0,Premium
1584,CUST11584,Hyderabad,South,Medium,720.0,Mass
1585,CUST11585,Hyderabad,South,Medium,731.0,Mass
1586,CUST11586,Delhi NCR,North,High,758.0,Mass
1587,CUST11587,Delhi NCR,North,High,730.0,Affluent
1588,CUST11588,Hyderabad,South,Low,680.0,Mass
1589,CUST11589,Hyderabad,South,Low,637.0,Affluent
1590,CUST11590,Hyderabad,South,Medium,690.0,Affluent
1591,CUST11591,Delhi NCR,North,High,819.0,Affluent
1592,CUST11592,Hyderabad,South,Medium,721.0,Mass
1593,CUST11593,Hyderabad,South,Medium,720.0,Premium
1594,CUST11594,Pune,West,High,720.0,Affluent
1595,CUST11595,Bangalore,South,Low,590.0,Mass
1596,CUST11596,Mumbai,West,High,827.0,Mass
1597,CUST11597,Delhi NCR,North,Low,678.0,Mass
1598,CUST11598,Bangalore,South,Medium,764.0,Mass
1599,CUST11599,Kolkata,East,Medium,667.0,Mass
1600,CUST11600,Hyderabad,South,High,753.0,Affluent
1601,CUST11601,Hyderabad,South,Medium,756.0,Mass
1602,CUST11602,Delhi NCR,North,Medium,734.0,Affluent
1603,CUST11603,Pune,West,Low,692.0,Mass
1604,CUST11604,Kolkata,East,High,812.0,Mass
1605,CUST11605,Hyderabad,South,Low,701.0,Affluent
1606,CUST11606,Kolkata,East,Low,656.0,Mass
1607,CUST11607,Hyderabad,South,High,783.0,Mass
1608,CUST11608,Hyderabad,South,Medium,756.0,Affluent
1609,CUST11609,Mumbai,West,High,810.0,Mass
1610,CUST11610,Delhi NCR,North,Low,676.0,Mass
1611,CUST11611,Kolkata,East,Low,706.0,Mass
1612,CUST11612,Bangalore,South,High,825.0,Mass
1613,CUST11613,Mumbai,West,Medium,699.0,Affluent
1614,CUST11614,Hyderabad,South,Low,694.0,Mass
1615,CUST11615,Delhi NCR,North,Low,646.0,Affluent
1616,CUST11616,Mumbai,West,Low,633.0,Mass
1617,CUST11617,Mumbai,West,Low,649.0,Affluent
1618,CUST11618,Hyderabad,South,Medium,772.0,Mass
1619,CUST11619,Kolkata,East,Low,700.0,Mass
1620,CUST11620,Kolkata,East,Medium,751.0,Mass
1621,CUST11621,Mumbai,West,Medium,762.0,Premium
1622,CUST11622,Pune,West,Medium,724.0,Affluent
1623,CUST11623,Mumbai,West,Low,557.0,Affluent
1624,CUST11624,Bangalore,South,Low,710.0,Mass
1625,CUST11625,Delhi NCR,North,Medium,652.0,Affluent
1626,CUST11626,Kolkata,East,Medium,680.0,Mass
1627,CUST11627,Mumbai,West,Medium,676.0,Affluent
1628,CUST11628,Kolkata,East,High,720.0,Mass
1629,CUST11629,Hyderabad,South,High,772.0,Affluent
1630,CUST11630,Kolkata,East,Medium,710.0,Affluent
1631,CUST11631,Delhi NCR,North,Medium,770.0,Mass
1632,CUST11632,Bangalore,South,Medium,660.0,Mass
1633,CUST11633,Mumbai,West,High,834.0,Mass
1634,CUST11634,Bangalore,South,Low,683.0,Mass
1635,CUST11635,Hyderabad,South,Low,568.0,Mass
1636,CUST11636,Mumbai,West,Medium,650.0,Affluent
1637,CUST11637,Bangalore,South,Low,636.0,Affluent
1638,CUST11638,Bangalore,South,Medium,722.0,Mass
1639,CUST11639,Mumbai,West,Low,557.0,Mass
1640,CUST11640,Pune,West,Medium,679.0,Mass
1641,CUST11641,Hyderabad,South,High,737.0,Affluent
1642,CUST11642,Pune,West,Low,662.0,Premium
1643,CUST11643,Hyderabad,South,Medium,692.0,Affluent
1644,CUST11644,Bangalore,South,Low,703.0,Mass
1645,CUST11645,Hyderabad,South,Medium,671.0,Mass
1646,CUST11646,Bangalore,South,Low,649.0,Affluent
1647,CUST11647,Kolkata,East,High,805.0,Mass
1648,CUST11648,Bangalore,South,Low,648.0,Affluent
1649,CUST11649,Kolkata,East,Low,596.0,Affluent
1650,CUST11650,Hyderabad,South,Low,684.0,Mass
1651,CUST11651,Kolkata,East,Low,705.0,Affluent
1652,CUST11652,Pune,West,Medium,752.0,Mass
1653,CUST11653,Hyderabad,South,Medium,679.0,Mass
1654,CUST11654,Kolkata,East,Medium,659.0,Mass
1655,CUST11655,Bangalore,South,Low,599.0,Affluent
1656,CUST11656,Hyderabad,South,High,833.0,Premium
1657,CUST11657,Bangalore,South,Low,649.0,Mass
1658,CUST11658,Mumbai,West,High,835.0,Affluent
1659,CUST11659,Kolkata,East,Low,717.0,Mass
1660,CUST11660,Pune,West,High,725.0,Mass
1661,CUST11661,Kolkata,East,Medium,705.0,Mass
1662,CUST11662,Mumbai,West,Medium,700.0,Mass
1663,CUST11663,Bangalore,South,High,804.0,Affluent
1664,CUST11664,Hyderabad,South,Medium,660.0,Mass
1665,CUST11665,Hyderabad,South,Low,692.0,Mass
1666,CUST11666,Hyderabad,South,Low,647.0,Mass
1667,CUST11667,Pune,West,Low,664.0,Mass
1668,CUST11668,Kolkata,East,High,738.0,Mass
1669,CUST11669,Pune,West,Medium,663.0,Mass
1670,CUST11670,Bangalore,South,Low,666.0,Mass
1671,CUST11671,Hyderabad,South,High,812.0,Premium
1672,CUST11672,Kolkata,East,Medium,682.0,Affluent
1673,CUST11673,Pune,West,High,818.0,Mass
1674,CUST11674,Hyderabad,South,Low,657.0,Mass
1675,CUST11675,Hyderabad,South,Low,699.0,Affluent
1676,CUST11676,Mumbai,West,High,798.0,Mass
1677,CUST11677,Bangalore,South,Low,591.0,Mass
1678,CUST11678,Kolkata,East,Medium,721.0,Affluent
1679,CUST11679,Bangalore,South,Low,685.0,Premium
1680,CUST11680,Delhi NCR,North,Low,653.0,Mass
1681,CUST11681,Kolkata,East,Low,649.0,Mass
1682,CUST11682,Hyderabad,South,Medium,759.0,Affluent
1683,CUST11683,Kolkata,East,Medium,652.0,Mass
1684,CUST11684,Kolkata,East,Medium,709.0,Mass
1685,CUST11685,Kolkata,East,High,796.0,Premium
1686,CUST11686,Mumbai,West,Medium,659.0,Mass
1687,CUST11687,Pune,West,Medium,663.0,Affluent
1688,CUST11688,Pune,West,Low,669.0,Mass
1689,CUST11689,Bangalore,South,Low,585.0,Mass
1690,CUST11690,Bangalore,South,Low,588.0,Mass
1691,CUST11691,Hyderabad,South,Medium,735.0,Mass
1692,CUST11692,Bangalore,South,Medium,771.0,Affluent
1693,CUST11693,Bangalore,South,High,743.0,Mass
1694,CUST11694,Kolkata,East,Low,614.0,Mass
1695,CUST11695,Hyderabad,South,Medium,693.0,Mass
1696,CUST11696,Kolkata,East,High,800.0,Mass
1697,CUST11697,Hyderabad,South,Medium,679.0,Mass
1698,CUST11698,Pune,West,High,815.0,Mass
1699,CUST11699,Kolkata,East,Medium,770.0,Mass
1700,CUST11700,Bangalore,South,Low,717.0,Mass
1701,CUST11701,Pune,West,Medium,694.0,Affluent
1702,CUST11702,Bangalore,South,Low,706.0,Premium
1703,CUST11703,Hyderabad,South,Medium,750.0,Mass
1704,CUST11704,Delhi NCR,North,Low,673.0,Premium
1705,CUST11705,Mumbai,West,Medium,754.0,Mass
1706,CUST11706,Pune,West,Medium,755.0,Affluent
1707,CUST11707,Mumbai,West,Medium,707.0,Mass
1708,CUST11708,Kolkata,East,Low,580.0,Affluent
1709,CUST11709,Delhi NCR,North,Low,654.0,Mass
1710,CUST11710,Delhi NCR,North,Low,682.0,Affluent
1711,CUST11711,Hyderabad,South,Low,653.0,Affluent
1712,CUST11712,Hyderabad,South,Low,695.0,Affluent
1713,CUST11713,Hyderabad,South,Medium,707.0,Affluent
1714,CUST11714,Hyderabad,South,Low,613.0,Premium
1715,CUST11715,Bangalore,South,High,793.0,Affluent
1716,CUST11716,Mumbai,West,Low,647.0,Affluent
1717,CUST11717,Delhi NCR,North,Low,558.0,Mass
1718,CUST11718,Mumbai,West,Medium,713.0,Affluent
1719,CUST11719,Bangalore,South,High,722.0,Mass
1720,CUST11720,Mumbai,West,Medium,654.0,Mass
1721,CUST11721,Bangalore,South,Low,556.0,Mass
1722,CUST11722,Bangalore,South,Medium,759.0,Mass
1723,CUST11723,Kolkata,East,Medium,670.0,Mass
1724,CUST11724,Kolkata,East,Low,572.0,Mass
1725,CUST11725,Bangalore,South,Low,619.0,Mass
1726,CUST11726,Mumbai,West,High,803.0,Affluent
1727,CUST11727,Kolkata,East,Medium,687.0,Affluent
1728,CUST11728,Hyderabad,South,Medium,673.0,Mass
1729,CUST11729,Pune,West,High,770.0,Mass
1730,CUST11730,Delhi NCR,North,Low,661.0,Affluent
1731,CUST11731,Kolkata,East,Low,573.0,Mass
1732,CUST11732,Kolkata,East,Low,664.0,Affluent
1733,CUST11733,Hyderabad,South,High,764.0,Mass
1734,CUST11734,Kolkata,East,High,813.0,Premium
1735,CUST11735,Mumbai,West,Medium,653.0,Mass
1736,CUST11736,Delhi NCR,North,Low,712.0,Mass
1737,CUST11737,Pune,West,High,782.0,Premium
1738,CUST11738,Pune,West,Low,585.0,Mass
1739,CUST11739,Delhi NCR,North,Low,644.0,Premium
1740,CUST11740,Pune,West,High,829.0,Mass
1741,CUST11741,Pune,West,Low,565.0,Affluent
1742,CUST11742,Delhi NCR,North,Medium,755.0,Mass
1743,CUST11743,Hyderabad,South,Medium,727.0,Mass
1744,CUST11744,Pune,West,Low,681.0,Affluent
1745,CUST11745,Kolkata,East,Low,704.0,Premium
1746,CUST11746,Mumbai,West,High,805.0,Affluent
1747,CUST11747,Delhi NCR,North,Low,617.0,Affluent
1748,CUST11748,Delhi NCR,North,Low,660.0,Affluent
1749,CUST11749,Delhi NCR,North,High,828.0,Mass
1750,CUST11750,Pune,West,Medium,780.0,Mass
1751,CUST11751,Mumbai,West,High,849.0,Mass
1752,CUST11752,Bangalore,South,High,805.0,Mass
1753,CUST11753,Mumbai,West,Low,561.0,Affluent
1754,CUST11754,Hyderabad,South,Medium,778.0,Affluent
1755,CUST11755,Pune,West,Low,687.0,Mass
1756,CUST11756,Delhi NCR,North,Medium,738.0,Mass
1757,CUST11757,Pune,West,High,826.0,Affluent
1758,CUST11758,Pune,West,Low,652.0,Mass
1759,CUST11759,Kolkata,East,Low,660.0,Affluent
1760,CUST11760,Mumbai,West,Low,639.0,Premium
1761,CUST11761,Kolkata,East,Medium,689.0,Affluent
1762,CUST11762,Bangalore,South,Low,580.0,Mass
1763,CUST11763,Bangalore,South,Medium,708.0,Mass
1764,CUST11764,Kolkata,East,Medium,682.0,Mass
1765,CUST11765,Kolkata,East,Low,554.0,Mass
1766,CUST11766,Mumbai,West,Medium,703.0,Mass
1767,CUST11767,Mumbai,West,Medium,662.0,Premium
1768,CUST11768,Hyderabad,South,Medium,737.0,Mass
1769,CUST11769,Pune,West,Low,559.0,Mass
1770,CUST11770,Delhi NCR,North,Medium,703.0,Affluent
1771,CUST11771,Delhi NCR,North,Medium,749.0,Mass
1772,CUST11772,Delhi NCR,North,Low,643.0,Mass
1773,CUST11773,Pune,West,Low,647.0,Mass
1774,CUST11774,Delhi NCR,North,High,847.0,Mass
1775,CUST11775,Bangalore,South,Low,663.0,Mass
1776,CUST11776,Kolkata,East,Medium,708.0,Affluent
1777,CUST11777,Kolkata,East,Low,624.0,Mass
1778,CUST11778,Delhi NCR,North,Low,639.0,Mass
1779,CUST11779,Mumbai,West,High,810.0,Mass
1780,CUST11780,Hyderabad,South,Medium,697.0,Mass
1781,CUST11781,Kolkata,East,High,807.0,Mass
1782,CUST11782,Hyderabad,South,Low,680.0,Affluent
1783,CUST11783,Delhi NCR,North,Medium,653.0,Mass
1784,CUST11784,Pune,West,High,830.0,Mass
1785,CUST11785,Bangalore,South,Medium,724.0,Mass
1786,CUST11786,Hyderabad,South,Medium,654.0,Affluent
1787,CUST11787,Hyderabad,South,Medium,757.0,Mass
1788,CUST11788,Delhi NCR,North,Medium,746.0,Affluent
1789,CUST11789,Pune,West,Medium,690.0,Affluent
1790,CUST11790,Hyderabad,South,Low,713.0,Mass
1791,CUST11791,Kolkata,East,Medium,734.0,Mass
1792,CUST11792,Mumbai,West,Medium,658.0,Mass
1793,CUST11793,Pune,West,Low,719.0,Mass
1794,CUST11794,Delhi NCR,North,Low,699.0,Mass
1795,CUST11795,Mumbai,West,High,773.0,Premium
1796,CUST11796,Kolkata,East,Low,616.0,Mass
1797,CUST11797,Kolkata,East,Low,598.0,Premium
1798,CUST11798,Kolkata,East,Low,711.0,Mass
1799,CUST11799,Bangalore,South,High,723.0,Affluent
1800,CUST11800,Pune,West,Medium,773.0,Affluent
1801,CUST11801,Mumbai,West,High,720.0,Affluent
1802,CUST11802,Mumbai,West,Low,600.0,Mass
1803,CUST11803,Hyderabad,South,Medium,668.0,Mass
1804,CUST11804,Pune,West,Low,614.0,Affluent
1805,CUST11805,Delhi NCR,North,High,820.0,Mass
1806,CUST11806,Hyderabad,South,Medium,666.0,Mass
1807,CUST11807,Mumbai,West,Medium,738.0,Mass
1808,CUST11808,Delhi NCR,North,Medium,684.0,Mass
1809,CUST11809,Pune,West,Medium,677.0,Mass
1810,CUST11810,Pune,West,High,769.0,Affluent
1811,CUST11811,Mumbai,West,Medium,748.0,Mass
1812,CUST11812,Mumbai,West,Medium,695.0,Mass
1813,CUST11813,Mumbai,West,Low,561.0,Premium
1814,CUST11814,Mumbai,West,High,737.0,Mass
1815,CUST11815,Pune,West,Low,618.0,Mass
1816,CUST11816,Delhi NCR,North,High,726.0,Mass
1817,CUST11817,Bangalore,South,Low,610.0,Affluent
1818,CUST11818,Mumbai,West,Low,583.0,Mass
1819,CUST11819,Bangalore,South,Low,621.0,Affluent
1820,CUST11820,Hyderabad,South,Low,650.0,Mass
1821,CUST11821,Mumbai,West,Medium,710.0,Premium
1822,CUST11822,Hyderabad,South,High,762.0,Mass
1823,CUST11823,Mumbai,West,Low,560.0,Mass
1824,CUST11824,Mumbai,West,Medium,656.0,Affluent
1825,CUST11825,Kolkata,East,Medium,661.0,Mass
1826,CUST11826,Pune,West,Low,565.0,Mass
1827,CUST11827,Pune,West,Low,669.0,Mass
1828,CUST11828,Pune,West,High,804.0,Mass
1829,CUST11829,Kolkata,East,Medium,743.0,Mass
1830,CUST11830,Hyderabad,South,Medium,707.0,Affluent
1831,CUST11831,Hyderabad,South,Medium,731.0,Affluent
1832,CUST11832,Pune,West,Medium,721.0,Affluent
1833,CUST11833,Hyderabad,South,High,725.0,Premium
1834,CUST11834,Kolkata,East,Medium,705.0,Affluent
1835,CUST11835,Pune,West,High,792.0,Mass
1836,CUST11836,Kolkata,East,Medium,691.0,Mass
1837,CUST11837,Delhi NCR,North,Medium,723.0,Mass
1838,CUST11838,Bangalore,South,High,774.0,Mass
1839,CUST11839,Mumbai,West,Low,594.0,Affluent
1840,CUST11840,Mumbai,West,Medium,650.0,Affluent
1841,CUST11841,Mumbai,West,Low,669.0,Premium
1842,CUST11842,Bangalore,South,Low,601.0,Mass
1843,CUST11843,Pune,West,Medium,724.0,Mass
1844,CUST11844,Pune,West,Low,685.0,Mass
1845,CUST11845,Delhi NCR,North,Low,586.0,Mass
1846,CUST11846,Pune,West,Low,639.0,Mass
1847,CUST11847,Kolkata,East,Low,594.0,Mass
1848,CUST11848,Hyderabad,South,High,727.0,Affluent
1849,CUST11849,Kolkata,East,Medium,716.0,Mass
1850,CUST11850,Kolkata,East,High,723.0,Affluent
1851,CUST11851,Kolkata,East,High,829.0,Mass
1852,CUST11852,Pune,West,Low,644.0,Mass
1853,CUST11853,Kolkata,East,Low,609.0,Mass
1854,CUST11854,Mumbai,West,Low,668.0,Mass
1855,CUST11855,Hyderabad,South,Low,663.0,Mass
1856,CUST11856,Mumbai,West,Medium,650.0,Mass
1857,CUST11857,Kolkata,East,Medium,766.0,Mass
1858,CUST11858,Hyderabad,South,High,814.0,Premium
1859,CUST11859,Delhi NCR,North,Low,657.0,Mass
1860,CUST11860,Hyderabad,South,Low,579.0,Affluent
1861,CUST11861,Mumbai,West,Low,651.0,Affluent
1862,CUST11862,Kolkata,East,Medium,720.0,Affluent
1863,CUST11863,Hyderabad,South,High,745.0,Affluent
1864,CUST11864,Bangalore,South,Medium,729.0,Mass
1865,CUST11865,Hyderabad,South,Medium,769.0,Mass
1866,CUST11866,Bangalore,South,High,801.0,Mass
1867,CUST11867,Hyderabad,South,Medium,775.0,Mass
1868,CUST11868,Pune,West,Medium,745.0,Affluent
1869,CUST11869,Mumbai,West,Low,558.0,Premium
1870,CUST11870,Delhi NCR,North,Medium,713.0,Premium
1871,CUST11871,Pune,West,Medium,675.0,Affluent
1872,CUST11872,Bangalore,South,Medium,740.0,Mass
1873,CUST11873,Pune,West,Medium,762.0,Mass
1874,CUST11874,Pune,West,High,744.0,Mass
1875,CUST11875,Kolkata,East,Medium,706.0,Mass
1876,CUST11876,Delhi NCR,North,Low,674.0,Affluent
1877,CUST11877,Hyderabad,South,Low,657.0,Affluent
1878,CUST11878,Mumbai,West,Medium,738.0,Mass
1879,CUST11879,Pune,West,Medium,708.0,Affluent
1880,CUST11880,Kolkata,East,Medium,682.0,Mass
1881,CUST11881,Pune,West,High,724.0,Affluent
1882,CUST11882,Hyderabad,South,Low,680.0,Affluent
1883,CUST11883,Mumbai,West,Low,654.0,Affluent
1884,CUST11884,Hyderabad,South,Low,599.0,Affluent
1885,CUST11885,Mumbai,West,High,734.0,Mass
1886,CUST11886,Bangalore,South,High,775.0,Affluent
1887,CUST11887,Bangalore,South,High,772.0,Mass
1888,CUST11888,Hyderabad,South,Low,565.0,Mass
1889,CUST11889,Pune,West,High,833.0,Mass
1890,CUST11890,Kolkata,East,Medium,713.0,Affluent
1891,CUST11891,Bangalore,South,Medium,716.0,Mass
1892,CUST11892,Mumbai,West,Medium,686.0,Mass
1893,CUST11893,Mumbai,West,High,794.0,Mass
1894,CUST11894,Delhi NCR,North,Low,677.0,Mass
1895,CUST11895,Bangalore,South,Low,585.0,Affluent
1896,CUST11896,Hyderabad,South,Medium,773.0,Affluent
1897,CUST11897,Mumbai,West,Medium,694.0,Premium
1898,CUST11898,Kolkata,East,High,763.0,Mass
1899,CUST11899,Kolkata,East,Medium,729.0,Mass
1900,CUST11900,Bangalore,South,Low,646.0,Affluent
1901,CUST11901,Delhi NCR,North,Medium,707.0,Premium
1902,CUST11902,Mumbai,West,High,744.0,Mass
1903,CUST11903,Delhi NCR,North,Medium,769.0,Premium
1904,CUST11904,Hyderabad,South,High,721.0,Mass
1905,CUST11905,Bangalore,South,Medium,714.0,Affluent
1906,CUST11906,Bangalore,South,High,807.0,Mass
1907,CUST11907,Pune,West,Low,627.0,Affluent
1908,CUST11908,Hyderabad,South,High,804.0,Mass
1909,CUST11909,Mumbai,West,Medium,772.0,Mass
1910,CUST11910,Bangalore,South,Low,645.0,Mass
1911,CUST11911,Pune,West,Medium,726.0,Affluent
1912,CUST11912,Bangalore,South,Low,710.0,Mass
1913,CUST11913,Bangalore,South,Low,662.0,Mass
1914,CUST11914,Bangalore,South,Medium,661.0,Affluent
1915,CUST11915,Hyderabad,South,Medium,767.0,Mass
1916,CUST11916,Kolkata,East,Low,720.0,Mass
1917,CUST11917,Delhi NCR,North,Low,561.0,Mass
1918,CUST11918,Hyderabad,South,Medium,739.0,Mass
1919,CUST11919,Kolkata,East,Low,582.0,Mass
1920,CUST11920,Bangalore,South,Low,688.0,Mass
1921,CUST11921,Kolkata,East,Low,719.0,Affluent
1922,CUST11922,Delhi NCR,North,High,799.0,Affluent
1923,CUST11923,Mumbai,West,Medium,740.0,Affluent
1924,CUST11924,Bangalore,South,Medium,675.0,Affluent
1925,CUST11925,Mumbai,West,Medium,677.0,Mass
1926,CUST11926,Mumbai,West,Medium,768.0,Mass
1927,CUST11927,Delhi NCR,North,Medium,670.0,Affluent
1928,CUST11928,Pune,West,Low,716.0,Mass
1929,CUST11929,Delhi NCR,North,High,784.0,Mass
1930,CUST11930,Bangalore,South,Medium,652.0,Affluent
1931,CUST11931,Pune,West,Low,568.0,Mass
1932,CUST11932,Delhi NCR,North,High,746.0,Premium
1933,CUST11933,Bangalore,South,Low,636.0,Mass
1934,CUST11934,Delhi NCR,North,High,744.0,Affluent
1935,CUST11935,Pune,West,Medium,714.0,Mass
1936,CUST11936,Mumbai,West,High,769.0,Mass
1937,CUST11937,Mumbai,West,Medium,690.0,Premium
1938,CUST11938,Delhi NCR,North,Medium,753.0,Mass
1939,CUST11939,Bangalore,South,High,819.0,Affluent
