Loan_ID,Agent_ID,Report_Month,Outstanding_Amount,Days_Past_Due,Missed_EMIs,Contact_Response,Recovery_Status,Amount_Recovered
LN21543,AGT101,2026-03-01,11136.54,0,0,Promise To Pay,Paid,11136.54
LN21544,AGT138,2026-03-01,24126.51,0,0,No Answer,Paid,24126.51
LN21545,AGT155,2026-03-01,5270.07,30,2,Promise To Pay,Partial,1581.02
LN21546,AGT140,2026-03-01,16598.33,0,0,Responsive,Paid,16598.33
LN21547,AGT140,2026-03-01,14931.86,15,1,Promise To Pay,Partial,4479.56
LN21548,AGT109,2026-03-01,9839.99,60,3,Responsive,Partial,4919.99
LN21549,AGT154,2026-03-01,30242.43,0,0,No Answer,Paid,30242.43
LN21550,AGT105,2026-03-01,4778.88,90,4,Responsive,Paid,4778.88
LN21551,AGT138,2026-03-01,3655.81,15,1,No Answer,Unpaid,0.0
LN21552,AGT128,2026-03-01,4196.36,30,2,Responsive,Paid,4196.36
LN21553,AGT161,2026-03-01,6055.44,0,0,Responsive,Paid,6055.44
LN21554,AGT130,2026-03-01,5952.61,0,0,No Answer,Paid,5952.61
LN21555,AGT128,2026-03-01,41281.67,30,2,No Answer,Unpaid,0.0
LN21556,AGT149,2026-03-01,62514.42,60,3,Responsive,Partial,31257.21
LN21557,AGT118,2026-03-01,96441.61,90,4,Responsive,Partial,48220.81
LN21558,AGT154,2026-03-01,21894.85,30,2,No Answer,Unpaid,0.0
LN21559,AGT161,2026-03-01,11559.74,0,0,No Answer,Paid,11559.74
LN21560,AGT157,2026-03-01,21858.96,0,0,Promise To Pay,Paid,21858.96
LN21561,AGT172,2026-03-01,11145.28,30,2,Responsive,Paid,11145.28
LN21562,AGT158,2026-03-01,36420.22,15,1,Promise To Pay,Partial,10926.07
LN21563,AGT127,2026-03-01,11566.08,15,1,Responsive,Partial,5783.04
LN21564,AGT117,2026-03-01,13839.3,0,0,No Answer,Paid,13839.3
LN21565,AGT100,2026-03-01,13008.17,0,0,Responsive,Paid,13008.17
LN21566,AGT102,2026-03-01,14675.34,15,1,No Answer,Unpaid,0.0
LN21567,AGT161,2026-03-01,13365.32,0,0,Responsive,Paid,13365.32
LN21568,AGT123,2026-03-01,5637.74,0,0,Promise To Pay,Paid,5637.74
LN21569,AGT132,2026-03-01,13033.96,15,1,Promise To Pay,Partial,3910.19
LN21570,AGT115,2026-03-01,17937.25,90,4,Responsive,Paid,17937.25
LN21571,AGT121,2026-03-01,3013.27,15,1,No Answer,Unpaid,0.0
LN21572,AGT172,2026-03-01,8689.48,60,3,No Answer,Unpaid,0.0
LN21573,AGT161,2026-03-01,4415.58,15,1,No Answer,Unpaid,0.0
LN21574,AGT140,2026-03-01,13984.92,30,2,Responsive,Partial,6992.46
LN21575,AGT157,2026-03-01,5174.21,15,1,No Answer,Unpaid,0.0
LN21576,AGT115,2026-03-01,40847.86,0,0,No Answer,Paid,40847.86
LN21577,AGT137,2026-03-01,9564.54,15,1,Promise To Pay,Partial,2869.36
LN21578,AGT140,2026-03-01,22117.85,0,0,Responsive,Paid,22117.85
LN21579,AGT119,2026-03-01,19477.74,0,0,No Answer,Paid,19477.74
LN21580,AGT133,2026-03-01,4139.96,0,0,Promise To Pay,Paid,4139.96
LN21581,AGT138,2026-03-01,8893.72,0,0,Responsive,Paid,8893.72
LN21582,AGT169,2026-03-01,12195.94,0,0,Promise To Pay,Paid,12195.94
LN21583,AGT120,2026-03-01,4332.7,0,0,Promise To Pay,Paid,4332.7
LN21584,AGT134,2026-03-01,121167.14,90,4,No Answer,Unpaid,0.0
LN21585,AGT114,2026-03-01,64573.38,60,3,Responsive,Partial,32286.69
LN21586,AGT114,2026-03-01,4161.45,0,0,No Answer,Paid,4161.45
LN21587,AGT159,2026-03-01,15728.7,0,0,No Answer,Paid,15728.7
LN21588,AGT153,2026-03-01,35042.03,15,1,Responsive,Paid,35042.03
LN21589,AGT157,2026-03-01,114909.31,60,3,No Answer,Unpaid,0.0
LN21590,AGT161,2026-03-01,52536.67,60,3,No Answer,Unpaid,0.0
LN21591,AGT146,2026-03-01,29005.75,30,2,No Answer,Unpaid,0.0
LN21592,AGT144,2026-03-01,11067.73,0,0,No Answer,Paid,11067.73
LN21593,AGT164,2026-03-01,34548.35,30,2,Promise To Pay,Partial,10364.5
LN21594,AGT166,2026-03-01,8151.59,15,1,Promise To Pay,Partial,2445.48
LN21595,AGT102,2026-03-01,7692.04,0,0,Responsive,Paid,7692.04
LN21596,AGT119,2026-03-01,44906.34,30,2,Promise To Pay,Partial,13471.9
LN21597,AGT153,2026-03-01,3395.08,0,0,Promise To Pay,Paid,3395.08
LN21598,AGT122,2026-03-01,8266.17,15,1,Promise To Pay,Partial,2479.85
LN21599,AGT125,2026-03-01,4969.92,30,2,Promise To Pay,Partial,1490.98
LN21600,AGT100,2026-03-01,3750.24,15,1,Promise To Pay,Partial,1125.07
LN21601,AGT146,2026-03-01,8200.46,0,0,No Answer,Paid,8200.46
LN21602,AGT161,2026-03-01,27857.45,30,2,Responsive,Paid,27857.45
LN21603,AGT168,2026-03-01,11093.44,30,2,No Answer,Unpaid,0.0
LN21604,AGT105,2026-03-01,14955.93,60,3,Responsive,Partial,7477.97
LN21605,AGT111,2026-03-01,38874.96,30,2,Responsive,Partial,19437.48
LN21606,AGT138,2026-03-01,17676.19,0,0,No Answer,Paid,17676.19
LN21607,AGT158,2026-03-01,6874.78,30,2,Promise To Pay,Partial,2062.43
LN21608,AGT120,2026-03-01,2813.03,0,0,Promise To Pay,Paid,2813.03
LN21609,AGT159,2026-03-01,16219.6,90,4,Responsive,Partial,8109.8
LN21610,AGT157,2026-03-01,34866.3,60,3,No Answer,Unpaid,0.0
LN21611,AGT141,2026-03-01,15891.99,0,0,No Answer,Paid,15891.99
LN21612,AGT110,2026-03-01,8605.4,30,2,No Answer,Unpaid,0.0
LN21613,AGT144,2026-03-01,24887.75,30,2,Promise To Pay,Partial,7466.32
LN21614,AGT106,2026-03-01,12610.78,90,4,Promise To Pay,Partial,3783.23
LN21615,AGT160,2026-03-01,7473.65,30,2,Promise To Pay,Partial,2242.09
LN21616,AGT154,2026-03-01,22584.43,60,3,Responsive,Partial,11292.22
LN21617,AGT139,2026-03-01,8978.91,0,0,Promise To Pay,Paid,8978.91
LN21618,AGT141,2026-03-01,22589.42,60,3,Responsive,Partial,11294.71
LN21619,AGT105,2026-03-01,4563.16,0,0,No Answer,Paid,4563.16
LN21620,AGT128,2026-03-01,13715.35,0,0,Responsive,Paid,13715.35
LN21621,AGT120,2026-03-01,30103.25,60,3,No Answer,Unpaid,0.0
LN21622,AGT136,2026-03-01,2959.85,30,2,Promise To Pay,Partial,887.95
LN21623,AGT133,2026-03-01,12935.24,0,0,No Answer,Paid,12935.24
LN21624,AGT100,2026-03-01,5092.46,0,0,Responsive,Paid,5092.46
LN21625,AGT127,2026-03-01,22970.97,0,0,No Answer,Paid,22970.97
LN21626,AGT157,2026-03-01,9499.1,60,3,Promise To Pay,Partial,2849.73
LN21627,AGT142,2026-03-01,10096.29,30,2,Responsive,Paid,10096.29
LN21628,AGT114,2026-03-01,3077.2,15,1,Responsive,Partial,1538.6
LN21629,AGT117,2026-03-01,23408.16,30,2,Responsive,Paid,23408.16
LN21630,AGT149,2026-03-01,9444.02,15,1,No Answer,Unpaid,0.0
LN21631,AGT140,2026-03-01,13673.1,60,3,Promise To Pay,Partial,4101.93
LN21632,AGT142,2026-03-01,20383.39,0,0,No Answer,Paid,20383.39
LN21633,AGT112,2026-03-01,2498.57,15,1,No Answer,Unpaid,0.0
LN21634,AGT140,2026-03-01,25097.83,30,2,Responsive,Partial,12548.92
LN21635,AGT117,2026-03-01,1263.31,0,0,No Answer,Paid,1263.31
LN21636,AGT106,2026-03-01,7718.83,0,0,Promise To Pay,Paid,7718.83
LN21637,AGT155,2026-03-01,14489.32,0,0,Responsive,Paid,14489.32
LN21638,AGT142,2026-03-01,5280.29,0,0,Responsive,Paid,5280.29
LN21639,AGT116,2026-03-01,33542.85,30,2,Responsive,Partial,16771.42
LN21640,AGT152,2026-03-01,12885.6,0,0,No Answer,Paid,12885.6
LN21641,AGT114,2026-03-01,22320.14,60,3,Responsive,Partial,11160.07
LN21642,AGT100,2026-03-01,5322.62,0,0,Responsive,Paid,5322.62
LN21643,AGT140,2026-03-01,5414.84,30,2,Responsive,Partial,2707.42
LN21644,AGT101,2026-03-01,15678.23,0,0,Promise To Pay,Paid,15678.23
LN21645,AGT135,2026-03-01,6479.99,0,0,Promise To Pay,Paid,6479.99
LN21646,AGT104,2026-03-01,1386.47,15,1,No Answer,Unpaid,0.0
LN21647,AGT157,2026-03-01,8049.26,90,4,No Answer,Unpaid,0.0
LN21648,AGT142,2026-03-01,4227.46,15,1,Responsive,Partial,2113.73
LN21649,AGT130,2026-03-01,57065.73,60,3,Responsive,Partial,28532.87
LN21650,AGT160,2026-03-01,24199.79,0,0,Promise To Pay,Paid,24199.79
LN21651,AGT128,2026-03-01,21061.61,60,3,No Answer,Unpaid,0.0
LN21652,AGT168,2026-03-01,9504.56,0,0,Responsive,Paid,9504.56
LN21653,AGT128,2026-03-01,9760.34,15,1,No Answer,Unpaid,0.0
LN21654,AGT166,2026-03-01,21298.94,0,0,Promise To Pay,Paid,21298.94
LN21655,AGT170,2026-03-01,4158.71,15,1,No Answer,Unpaid,0.0
LN21656,AGT101,2026-03-01,14451.49,15,1,Promise To Pay,Partial,4335.45
LN21657,AGT109,2026-03-01,30665.27,30,2,Responsive,Paid,30665.27
LN21658,AGT153,2026-03-01,13000.36,0,0,No Answer,Paid,13000.36
LN21659,AGT112,2026-03-01,7195.16,0,0,No Answer,Paid,7195.16
LN21660,AGT168,2026-03-01,5015.86,0,0,Responsive,Paid,5015.86
LN21661,AGT125,2026-03-01,8726.66,0,0,No Answer,Paid,8726.66
LN21662,AGT141,2026-03-01,141309.19,60,3,Responsive,Partial,70654.6
LN21663,AGT116,2026-03-01,23860.18,90,4,No Answer,Unpaid,0.0
LN21664,AGT139,2026-03-01,10510.03,15,1,Promise To Pay,Partial,3153.01
LN21665,AGT153,2026-03-01,33615.76,90,4,Responsive,Paid,33615.76
LN21666,AGT126,2026-03-01,53655.42,30,2,Responsive,Paid,53655.42
LN21667,AGT150,2026-03-01,3141.13,0,0,Promise To Pay,Paid,3141.13
LN21668,AGT119,2026-03-01,14923.14,30,2,No Answer,Unpaid,0.0
LN21669,AGT118,2026-03-01,15638.26,30,2,Promise To Pay,Partial,4691.48
LN21670,AGT161,2026-03-01,13564.33,15,1,Promise To Pay,Partial,4069.3
LN21671,AGT168,2026-03-01,5160.88,0,0,Responsive,Paid,5160.88
LN21672,AGT152,2026-03-01,5955.18,0,0,Promise To Pay,Paid,5955.18
LN21673,AGT100,2026-03-01,6352.28,15,1,Responsive,Partial,3176.14
LN21674,AGT117,2026-03-01,21994.18,15,1,No Answer,Unpaid,0.0
LN21675,AGT158,2026-03-01,22253.94,0,0,Promise To Pay,Paid,22253.94
LN21676,AGT100,2026-03-01,1607.84,15,1,No Answer,Unpaid,0.0
LN21677,AGT135,2026-03-01,12207.74,15,1,Responsive,Paid,12207.74
LN21678,AGT134,2026-03-01,16927.53,15,1,Promise To Pay,Partial,5078.26
LN21679,AGT171,2026-03-01,3586.16,0,0,Promise To Pay,Paid,3586.16
LN21680,AGT116,2026-03-01,15305.72,15,1,No Answer,Unpaid,0.0
LN21681,AGT172,2026-03-01,26078.08,30,2,Promise To Pay,Partial,7823.42
LN21682,AGT125,2026-03-01,2625.66,60,3,Responsive,Paid,2625.66
LN21683,AGT131,2026-03-01,4215.86,30,2,No Answer,Unpaid,0.0
LN21684,AGT106,2026-03-01,4303.52,90,4,No Answer,Unpaid,0.0
LN21685,AGT118,2026-03-01,23155.09,90,4,No Answer,Unpaid,0.0
LN21686,AGT166,2026-03-01,10807.32,15,1,No Answer,Unpaid,0.0
LN21687,AGT102,2026-03-01,10565.1,30,2,No Answer,Unpaid,0.0
LN21688,AGT116,2026-03-01,3756.04,15,1,No Answer,Unpaid,0.0
LN21689,AGT142,2026-03-01,101621.31,90,4,No Answer,Unpaid,0.0
LN21690,AGT157,2026-03-01,9243.02,0,0,Promise To Pay,Paid,9243.02
LN21691,AGT154,2026-03-01,5890.14,15,1,Responsive,Paid,5890.14
LN21692,AGT142,2026-03-01,13656.65,0,0,Promise To Pay,Paid,13656.65
LN21693,AGT119,2026-03-01,10333.78,0,0,Responsive,Paid,10333.78
LN21694,AGT115,2026-03-01,12539.78,0,0,Promise To Pay,Paid,12539.78
LN21695,AGT154,2026-03-01,11158.22,0,0,Promise To Pay,Paid,11158.22
LN21696,AGT174,2026-03-01,3040.08,30,2,Responsive,Partial,1520.04
LN21697,AGT165,2026-03-01,5478.52,30,2,No Answer,Unpaid,0.0
LN21698,AGT126,2026-03-01,5479.8,0,0,No Answer,Paid,5479.8
LN21699,AGT114,2026-03-01,22806.52,0,0,Promise To Pay,Paid,22806.52
LN21700,AGT124,2026-03-01,8432.44,0,0,Responsive,Paid,8432.44
LN21701,AGT170,2026-03-01,4786.4,0,0,No Answer,Paid,4786.4
LN21702,AGT115,2026-03-01,9644.46,15,1,No Answer,Unpaid,0.0
LN21703,AGT121,2026-03-01,4774.68,15,1,No Answer,Unpaid,0.0
LN21704,AGT104,2026-03-01,15983.69,0,0,Promise To Pay,Paid,15983.69
LN21705,AGT140,2026-03-01,2182.03,0,0,No Answer,Paid,2182.03
LN21706,AGT123,2026-03-01,12962.69,0,0,Promise To Pay,Paid,12962.69
LN21707,AGT172,2026-03-01,6225.85,15,1,Responsive,Partial,3112.93
LN21708,AGT148,2026-03-01,18205.41,15,1,Promise To Pay,Partial,5461.62
LN21709,AGT146,2026-03-01,9231.27,0,0,Promise To Pay,Paid,9231.27
LN21710,AGT173,2026-03-01,31050.27,60,3,Responsive,Paid,31050.27
LN21711,AGT106,2026-03-01,10692.37,0,0,No Answer,Paid,10692.37
LN21712,AGT107,2026-03-01,28914.85,60,3,No Answer,Unpaid,0.0
LN21713,AGT151,2026-03-01,13235.09,15,1,Promise To Pay,Partial,3970.53
LN21714,AGT171,2026-03-01,16851.65,30,2,No Answer,Unpaid,0.0
LN21715,AGT116,2026-03-01,7490.02,30,2,No Answer,Unpaid,0.0
LN21716,AGT152,2026-03-01,36200.43,60,3,Responsive,Partial,18100.22
LN21717,AGT121,2026-03-01,10183.58,30,2,Promise To Pay,Partial,3055.07
LN21718,AGT121,2026-03-01,4593.0,15,1,Responsive,Partial,2296.5
LN21719,AGT140,2026-03-01,11199.55,0,0,No Answer,Paid,11199.55
LN21720,AGT154,2026-03-01,11565.97,30,2,Promise To Pay,Partial,3469.79
LN21721,AGT138,2026-03-01,3124.04,15,1,No Answer,Unpaid,0.0
LN21722,AGT128,2026-03-01,3931.22,0,0,Promise To Pay,Paid,3931.22
LN21723,AGT141,2026-03-01,24877.44,0,0,No Answer,Paid,24877.44
LN21724,AGT144,2026-03-01,6726.03,0,0,Promise To Pay,Paid,6726.03
LN21725,AGT119,2026-03-01,16479.73,0,0,Promise To Pay,Paid,16479.73
LN21726,AGT173,2026-03-01,9006.46,30,2,Promise To Pay,Partial,2701.94
LN21727,AGT138,2026-03-01,15411.27,90,4,Promise To Pay,Partial,4623.38
LN21728,AGT115,2026-03-01,28177.72,0,0,No Answer,Paid,28177.72
LN21729,AGT116,2026-03-01,13807.4,60,3,No Answer,Unpaid,0.0
LN21730,AGT163,2026-03-01,22477.91,0,0,Responsive,Paid,22477.91
LN21731,AGT119,2026-03-01,2248.62,0,0,No Answer,Paid,2248.62
LN21732,AGT173,2026-03-01,18635.76,0,0,Responsive,Paid,18635.76
LN21733,AGT136,2026-03-01,21354.88,15,1,Responsive,Partial,10677.44
LN21734,AGT119,2026-03-01,33109.85,60,3,No Answer,Unpaid,0.0
LN21735,AGT112,2026-03-01,9349.24,30,2,Responsive,Paid,9349.24
LN21736,AGT144,2026-03-01,26612.5,60,3,Responsive,Paid,26612.5
LN21737,AGT115,2026-03-01,65382.34,30,2,No Answer,Unpaid,0.0
LN21738,AGT125,2026-03-01,16964.35,30,2,No Answer,Unpaid,0.0
LN21739,AGT152,2026-03-01,9541.12,30,2,Responsive,Paid,9541.12
LN21740,AGT170,2026-03-01,2471.68,15,1,No Answer,Unpaid,0.0
LN21741,AGT144,2026-03-01,22579.76,60,3,Promise To Pay,Partial,6773.93
LN21742,AGT169,2026-03-01,34823.53,15,1,Promise To Pay,Partial,10447.06
LN21743,AGT167,2026-03-01,25791.95,30,2,Responsive,Paid,25791.95
LN21744,AGT134,2026-03-01,134359.39,60,3,Promise To Pay,Partial,40307.82
LN21745,AGT127,2026-03-01,2500.4,15,1,Responsive,Partial,1250.2
LN21746,AGT171,2026-03-01,30493.14,60,3,Responsive,Partial,15246.57
LN21747,AGT132,2026-03-01,9524.81,30,2,Responsive,Partial,4762.4
LN21748,AGT123,2026-03-01,43088.71,30,2,Responsive,Paid,43088.71
LN21749,AGT108,2026-03-01,6605.82,0,0,Responsive,Paid,6605.82
LN21750,AGT154,2026-03-01,12810.59,30,2,Promise To Pay,Partial,3843.18
LN21751,AGT130,2026-03-01,9637.88,0,0,Responsive,Paid,9637.88
LN21752,AGT162,2026-03-01,3655.96,0,0,Responsive,Paid,3655.96
LN21753,AGT124,2026-03-01,21850.26,30,2,Responsive,Paid,21850.26
LN21754,AGT111,2026-03-01,40801.72,0,0,No Answer,Paid,40801.72
LN21755,AGT171,2026-03-01,44810.45,60,3,Promise To Pay,Partial,13443.13
LN21756,AGT174,2026-03-01,25518.4,60,3,No Answer,Unpaid,0.0
LN21757,AGT141,2026-03-01,32567.37,30,2,Responsive,Partial,16283.68
LN21758,AGT124,2026-03-01,18720.86,60,3,No Answer,Unpaid,0.0
LN21759,AGT121,2026-03-01,11880.64,15,1,Responsive,Partial,5940.32
LN21760,AGT107,2026-03-01,1539.7,0,0,Responsive,Paid,1539.7
LN21761,AGT115,2026-03-01,117487.29,60,3,Promise To Pay,Partial,35246.19
LN21762,AGT172,2026-03-01,10022.23,0,0,Promise To Pay,Paid,10022.23
LN21763,AGT131,2026-03-01,3479.29,15,1,Responsive,Partial,1739.64
LN21764,AGT102,2026-03-01,25498.95,0,0,No Answer,Paid,25498.95
LN21765,AGT163,2026-03-01,8292.75,90,4,No Answer,Unpaid,0.0
LN21766,AGT123,2026-03-01,39367.21,0,0,No Answer,Paid,39367.21
LN21767,AGT116,2026-03-01,37079.17,0,0,No Answer,Paid,37079.17
LN21768,AGT132,2026-03-01,21945.21,30,2,Promise To Pay,Partial,6583.56
LN21769,AGT128,2026-03-01,6262.57,0,0,Responsive,Paid,6262.57
LN21770,AGT114,2026-03-01,3178.06,0,0,Promise To Pay,Paid,3178.06
LN21771,AGT143,2026-03-01,6264.44,0,0,Promise To Pay,Paid,6264.44
LN21772,AGT143,2026-03-01,23348.51,30,2,No Answer,Unpaid,0.0
LN21773,AGT101,2026-03-01,2318.54,0,0,No Answer,Paid,2318.54
LN21774,AGT106,2026-03-01,9097.58,30,2,Responsive,Paid,9097.58
LN21775,AGT141,2026-03-01,21385.47,0,0,Promise To Pay,Paid,21385.47
LN21776,AGT108,2026-03-01,14597.17,15,1,Responsive,Partial,7298.59
LN21777,AGT166,2026-03-01,54689.88,90,4,No Answer,Unpaid,0.0
LN21778,AGT155,2026-03-01,9981.26,0,0,Responsive,Paid,9981.26
LN21779,AGT143,2026-03-01,4122.08,0,0,Promise To Pay,Paid,4122.08
LN21780,AGT125,2026-03-01,14630.84,0,0,No Answer,Paid,14630.84
LN21781,AGT114,2026-03-01,7320.1,0,0,Promise To Pay,Paid,7320.1
LN21782,AGT169,2026-03-01,40385.82,60,3,No Answer,Unpaid,0.0
LN21783,AGT135,2026-03-01,47719.75,15,1,Responsive,Partial,23859.88
LN21784,AGT130,2026-03-01,44215.55,60,3,No Answer,Unpaid,0.0
LN21785,AGT118,2026-03-01,12440.58,0,0,Promise To Pay,Paid,12440.58
LN21786,AGT163,2026-03-01,30501.64,90,4,Promise To Pay,Partial,9150.49
LN21787,AGT172,2026-03-01,18862.35,0,0,Promise To Pay,Paid,18862.35
LN21788,AGT163,2026-03-01,16691.57,0,0,Responsive,Paid,16691.57
LN21789,AGT154,2026-03-01,6647.56,15,1,Promise To Pay,Partial,1994.27
LN21790,AGT169,2026-03-01,3293.1,0,0,No Answer,Paid,3293.1
LN21791,AGT138,2026-03-01,20791.96,90,4,Responsive,Paid,20791.96
LN21792,AGT115,2026-03-01,23779.67,30,2,Promise To Pay,Partial,7133.9
LN21793,AGT121,2026-03-01,7959.41,0,0,Promise To Pay,Paid,7959.41
LN21794,AGT171,2026-03-01,64535.77,60,3,Responsive,Paid,64535.77
LN21795,AGT105,2026-03-01,35114.84,15,1,No Answer,Unpaid,0.0
LN21796,AGT142,2026-03-01,10513.44,30,2,Responsive,Partial,5256.72
LN21797,AGT142,2026-03-01,10343.28,0,0,Responsive,Paid,10343.28
LN21798,AGT105,2026-03-01,50890.62,60,3,Responsive,Partial,25445.31
LN21799,AGT101,2026-03-01,21768.1,30,2,No Answer,Unpaid,0.0
LN21800,AGT104,2026-03-01,11150.72,30,2,No Answer,Unpaid,0.0
LN21801,AGT172,2026-03-01,2565.62,0,0,Promise To Pay,Paid,2565.62
LN21802,AGT110,2026-03-01,15375.75,90,4,Responsive,Paid,15375.75
LN21803,AGT123,2026-03-01,10213.12,15,1,Responsive,Paid,10213.12
LN21804,AGT108,2026-03-01,22256.23,90,4,No Answer,Unpaid,0.0
LN21805,AGT147,2026-03-01,4856.33,15,1,Promise To Pay,Partial,1456.9
LN21806,AGT149,2026-03-01,48446.8,60,3,Responsive,Partial,24223.4
LN21807,AGT106,2026-03-01,15221.39,30,2,Promise To Pay,Partial,4566.42
LN21808,AGT109,2026-03-01,4021.04,15,1,Promise To Pay,Partial,1206.31
LN21809,AGT171,2026-03-01,22996.0,15,1,No Answer,Unpaid,0.0
LN21810,AGT152,2026-03-01,36341.61,0,0,Promise To Pay,Paid,36341.61
LN21811,AGT146,2026-03-01,2569.68,0,0,Responsive,Paid,2569.68
LN21812,AGT166,2026-03-01,5958.53,15,1,Promise To Pay,Partial,1787.56
LN21813,AGT108,2026-03-01,30052.29,30,2,Promise To Pay,Partial,9015.69
LN21814,AGT173,2026-03-01,3389.22,0,0,Promise To Pay,Paid,3389.22
LN21815,AGT160,2026-03-01,11156.8,90,4,Promise To Pay,Partial,3347.04
LN21816,AGT100,2026-03-01,15959.37,15,1,Responsive,Paid,15959.37
LN21817,AGT144,2026-03-01,4312.86,15,1,Responsive,Partial,2156.43
LN21818,AGT155,2026-03-01,22574.91,30,2,No Answer,Unpaid,0.0
LN21819,AGT136,2026-03-01,7773.98,60,3,Responsive,Partial,3886.99
LN21820,AGT101,2026-03-01,12760.06,0,0,No Answer,Paid,12760.06
LN21821,AGT106,2026-03-01,8197.85,0,0,Promise To Pay,Paid,8197.85
LN21822,AGT159,2026-03-01,8688.66,0,0,No Answer,Paid,8688.66
LN21823,AGT137,2026-03-01,4513.06,60,3,Promise To Pay,Partial,1353.92
LN21824,AGT162,2026-03-01,8770.51,0,0,No Answer,Paid,8770.51
LN21825,AGT133,2026-03-01,2887.51,15,1,No Answer,Unpaid,0.0
LN21826,AGT168,2026-03-01,39387.59,60,3,Responsive,Partial,19693.79
LN21827,AGT158,2026-03-01,33889.13,60,3,Responsive,Partial,16944.56
LN21828,AGT123,2026-03-01,13032.37,15,1,Responsive,Paid,13032.37
LN21829,AGT159,2026-03-01,5180.33,0,0,No Answer,Paid,5180.33
LN21830,AGT122,2026-03-01,9480.68,0,0,Promise To Pay,Paid,9480.68
LN21831,AGT112,2026-03-01,5718.28,0,0,Responsive,Paid,5718.28
LN21832,AGT143,2026-03-01,38761.46,90,4,No Answer,Unpaid,0.0
LN21833,AGT137,2026-03-01,5395.21,0,0,Promise To Pay,Paid,5395.21
LN21834,AGT129,2026-03-01,13776.89,30,2,No Answer,Unpaid,0.0
LN21835,AGT173,2026-03-01,9756.94,15,1,Promise To Pay,Partial,2927.08
LN21836,AGT129,2026-03-01,3526.44,0,0,No Answer,Paid,3526.44
LN21837,AGT166,2026-03-01,7230.58,0,0,No Answer,Paid,7230.58
LN21838,AGT131,2026-03-01,22692.04,60,3,Responsive,Paid,22692.04
LN21839,AGT172,2026-03-01,28386.76,60,3,Promise To Pay,Partial,8516.03
LN21840,AGT110,2026-03-01,7727.41,30,2,No Answer,Unpaid,0.0
LN21841,AGT168,2026-03-01,21892.76,30,2,Responsive,Paid,21892.76
LN21842,AGT106,2026-03-01,5285.0,0,0,Promise To Pay,Paid,5285.0
LN21843,AGT105,2026-03-01,13027.25,0,0,Responsive,Paid,13027.25
LN21844,AGT153,2026-03-01,19499.64,60,3,Responsive,Paid,19499.64
LN21845,AGT112,2026-03-01,7189.36,15,1,No Answer,Unpaid,0.0
LN21846,AGT100,2026-03-01,10251.07,0,0,No Answer,Paid,10251.07
LN21847,AGT147,2026-03-01,67518.85,30,2,Responsive,Partial,33759.43
LN21848,AGT103,2026-03-01,2723.57,15,1,Promise To Pay,Partial,817.07
LN21849,AGT167,2026-03-01,12504.59,0,0,Promise To Pay,Paid,12504.59
LN21850,AGT108,2026-03-01,4173.24,0,0,Promise To Pay,Paid,4173.24
LN21851,AGT154,2026-03-01,5609.3,0,0,Responsive,Paid,5609.3
LN21852,AGT141,2026-03-01,25564.53,30,2,No Answer,Unpaid,0.0
LN21853,AGT121,2026-03-01,22897.97,60,3,No Answer,Unpaid,0.0
LN21854,AGT139,2026-03-01,38159.86,15,1,No Answer,Unpaid,0.0
LN21855,AGT132,2026-03-01,11990.13,30,2,Responsive,Paid,11990.13
LN21856,AGT152,2026-03-01,6275.44,0,0,Promise To Pay,Paid,6275.44
LN21857,AGT112,2026-03-01,4509.89,0,0,Promise To Pay,Paid,4509.89
LN21858,AGT103,2026-03-01,11136.95,0,0,Responsive,Paid,11136.95
LN21859,AGT118,2026-03-01,13909.54,30,2,Promise To Pay,Partial,4172.86
LN21860,AGT139,2026-03-01,6172.48,15,1,No Answer,Unpaid,0.0
LN21861,AGT174,2026-03-01,2588.14,15,1,Responsive,Partial,1294.07
LN21862,AGT168,2026-03-01,58440.17,30,2,Responsive,Paid,58440.17
LN21863,AGT160,2026-03-01,11286.53,30,2,Responsive,Paid,11286.53
LN21864,AGT121,2026-03-01,25877.71,60,3,No Answer,Unpaid,0.0
LN21865,AGT126,2026-03-01,7963.0,0,0,Responsive,Paid,7963.0
LN21866,AGT127,2026-03-01,40899.66,60,3,Promise To Pay,Partial,12269.9
LN21867,AGT171,2026-03-01,8629.26,0,0,Promise To Pay,Paid,8629.26
LN21868,AGT101,2026-03-01,7138.78,0,0,Promise To Pay,Paid,7138.78
LN21869,AGT104,2026-03-01,6031.34,15,1,Promise To Pay,Partial,1809.4
LN21870,AGT162,2026-03-01,22436.6,0,0,Promise To Pay,Paid,22436.6
LN21871,AGT154,2026-03-01,59352.98,90,4,No Answer,Unpaid,0.0
LN21872,AGT118,2026-03-01,14299.75,30,2,No Answer,Unpaid,0.0
LN21873,AGT169,2026-03-01,12223.75,0,0,Promise To Pay,Paid,12223.75
LN21874,AGT128,2026-03-01,5489.49,0,0,No Answer,Paid,5489.49
LN21875,AGT115,2026-03-01,9497.44,15,1,Responsive,Paid,9497.44
LN21876,AGT108,2026-03-01,18741.74,30,2,Responsive,Partial,9370.87
LN21877,AGT128,2026-03-01,20812.45,30,2,No Answer,Unpaid,0.0
LN21878,AGT148,2026-03-01,2231.24,0,0,Responsive,Paid,2231.24
LN21879,AGT122,2026-03-01,1462.53,0,0,Promise To Pay,Paid,1462.53
LN21880,AGT163,2026-03-01,8044.82,15,1,Responsive,Paid,8044.82
