Loan_ID,Customer_ID,Loan_Type,Loan_Amount,EMI_Amount,Start_Date,Tenure_Months,City,Region,Income_Band,Credit_Score,Customer_Segment,Agent_ID,Report_Month,Outstanding_Amount,Days_Past_Due,Missed_EMIs,Contact_Response,Recovery_Status,Amount_Recovered,Priority_Score,Risk_Level
LN20574,CUST10574,Consumer Durable,70990,11831.67,2024-04-18,6,Kolkata,East,Low,559,Mass,AGT155,3/1/2026,12476.17,0,0,No Answer,Paid,12476.17,42.476169999999996,Medium Risk
LN20575,CUST10575,Credit Card,104153,8679.42,2024-06-27,12,Mumbai,West,High,838,Mass,AGT116,3/1/2026,11261.53,0,0,No Answer,Paid,11261.53,41.26153,Medium Risk
LN20576,CUST10576,Consumer Durable,96344,5352.44,2024-05-29,18,Mumbai,West,Medium,698,Mass,AGT115,3/1/2026,27454.48,90,4,No Answer,Unpaid,0.0,277.45448,High Risk
LN20577,CUST10577,Credit Card,59123,4926.92,2023-08-12,12,Mumbai,West,Medium,669,Mass,AGT137,3/1/2026,6361.13,0,0,Promise To Pay,Paid,6361.13,,Low Risk
LN20578,CUST10578,Personal Loan,175413,3654.44,2023-01-19,48,Delhi NCR,North,Medium,778,Premium,AGT101,3/1/2026,14949.03,60,3,Promise To Pay,Partial,4484.71,,Low Risk
LN20579,CUST10579,Credit Card,57761,4813.42,2024-01-17,12,Mumbai,West,Low,578,Mass,AGT170,3/1/2026,6303.65,0,0,Responsive,Paid,6303.65,11.30365,Medium Risk
LN20580,CUST10580,Personal Loan,442516,12292.11,2024-07-04,36,Bangalore,South,Medium,717,Mass,AGT143,3/1/2026,10466.82,15,1,Promise To Pay,Partial,3140.05,,Low Risk
LN20581,CUST10581,Credit Card,19461,1621.75,2024-09-07,12,Mumbai,West,Low,653,Mass,AGT115,3/1/2026,6885.91,90,4,Promise To Pay,Partial,2065.77,,Low Risk
LN20582,CUST10582,Credit Card,146551,12212.58,2024-03-28,12,Mumbai,West,Low,601,Affluent,AGT104,3/1/2026,62400.7,90,4,No Answer,Unpaid,0.0,312.40070000000003,High Risk
LN20583,CUST10583,Personal Loan,405313,16888.04,2023-08-08,24,Delhi NCR,North,Low,661,Mass,AGT112,3/1/2026,19095.21,15,1,Promise To Pay,Partial,5728.56,,Low Risk
LN20584,CUST10584,Credit Card,142753,11896.08,2024-08-03,12,Delhi NCR,North,High,818,Affluent,AGT124,3/1/2026,45530.5,60,3,Responsive,Paid,45530.5,200.53050000000002,Low Risk
LN20585,CUST10585,Personal Loan,201607,16800.58,2024-09-26,12,Mumbai,West,Medium,749,Mass,AGT154,3/1/2026,19239.18,15,1,Responsive,Partial,9619.59,64.23918,Medium Risk
LN20586,CUST10586,Personal Loan,429676,8951.58,2023-12-20,48,Pune,West,Low,652,Affluent,AGT172,3/1/2026,12303.27,0,0,No Answer,Paid,12303.27,42.30327,Medium Risk
LN20587,CUST10587,Personal Loan,89313,3721.38,2023-01-26,24,Delhi NCR,North,Low,624,Mass,AGT124,3/1/2026,7159.27,30,2,No Answer,Unpaid,0.0,117.15927,Medium Risk
LN20588,CUST10588,Credit Card,104491,8707.58,2023-08-10,12,Mumbai,West,High,768,Premium,AGT119,3/1/2026,7289.47,15,1,No Answer,Unpaid,0.0,77.28947,Medium Risk
LN20589,CUST10589,Personal Loan,229761,4786.69,2024-10-18,48,Mumbai,West,Low,664,Mass,AGT157,3/1/2026,5169.04,15,1,Responsive,Paid,5169.04,50.16904,Medium Risk
LN20590,CUST10590,Personal Loan,149712,6238.0,2024-08-17,24,Mumbai,West,Medium,731,Mass,AGT174,3/1/2026,6502.93,0,0,Promise To Pay,Paid,6502.93,,Low Risk
LN20591,CUST10591,Consumer Durable,19562,3260.33,2023-10-02,6,Hyderabad,South,High,805,Mass,AGT137,3/1/2026,5834.68,30,2,Promise To Pay,Partial,1750.4,,Low Risk
LN20592,CUST10592,Credit Card,77191,6432.58,2023-12-11,12,Mumbai,West,Medium,742,Affluent,AGT159,3/1/2026,9036.15,0,0,Promise To Pay,Paid,9036.15,,Low Risk
LN20593,CUST10593,Credit Card,134938,11244.83,2024-07-19,12,Mumbai,West,Medium,652,Mass,AGT173,3/1/2026,14189.68,15,1,No Answer,Unpaid,0.0,84.18968000000001,Medium Risk
LN20594,CUST10594,Consumer Durable,144731,12060.92,2023-10-27,12,Mumbai,West,High,805,Affluent,AGT116,3/1/2026,39023.41,90,4,Responsive,Partial,19511.71,264.02341,High Risk
LN20595,CUST10595,Credit Card,88137,7344.75,2023-01-12,12,Hyderabad,South,Medium,709,Affluent,AGT122,3/1/2026,21892.63,30,2,No Answer,Unpaid,0.0,131.89263,Low Risk
LN20596,CUST10596,Personal Loan,394787,32898.92,2023-09-08,12,Pune,West,Low,607,Affluent,AGT162,3/1/2026,26363.33,0,0,Promise To Pay,Paid,26363.33,,Low Risk
LN20597,CUST10597,Credit Card,55963,4663.58,2024-03-24,12,Bangalore,South,Medium,760,Mass,AGT107,3/1/2026,21040.09,90,4,Responsive,Paid,21040.09,246.04009,Low Risk
LN20598,CUST10598,Credit Card,109378,9114.83,2023-08-11,12,Delhi NCR,North,Low,611,Mass,AGT125,3/1/2026,16089.25,30,2,Promise To Pay,Partial,4826.77,,Low Risk
LN20599,CUST10599,Consumer Durable,132933,11077.75,2024-09-20,12,Pune,West,High,767,Mass,AGT108,3/1/2026,15150.86,0,0,Promise To Pay,Paid,15150.86,,Low Risk
LN20600,CUST10600,Consumer Durable,155816,12984.67,2023-09-08,12,Kolkata,East,Medium,675,Mass,AGT153,3/1/2026,16634.01,15,1,Promise To Pay,Partial,4990.2,,Low Risk
LN20601,CUST10601,Personal Loan,409710,34142.5,2024-03-01,12,Mumbai,West,Low,658,Mass,AGT110,3/1/2026,90392.92,30,2,Responsive,Partial,45196.46,175.39292,Low Risk
LN20602,CUST10602,Consumer Durable,166399,13866.58,2024-04-05,12,Mumbai,West,Low,599,Mass,AGT149,3/1/2026,12445.86,15,1,Responsive,Partial,6222.93,57.445859999999996,Medium Risk
LN20603,CUST10603,Consumer Durable,25654,1425.22,2024-12-01,18,Bangalore,South,High,793,Mass,AGT157,3/1/2026,4693.51,90,4,Promise To Pay,Partial,1408.05,,Low Risk
LN20604,CUST10604,Credit Card,12932,1077.67,2023-11-20,12,Mumbai,West,Medium,744,Mass,AGT152,3/1/2026,1201.29,0,0,Promise To Pay,Paid,1201.29,,Low Risk
LN20605,CUST10605,Consumer Durable,185272,15439.33,2024-04-18,12,Hyderabad,South,Low,588,Mass,AGT154,3/1/2026,15917.64,15,1,Promise To Pay,Partial,4775.29,,Low Risk
LN20606,CUST10606,Personal Loan,289164,8032.33,2024-11-14,36,Delhi NCR,North,Medium,776,Affluent,AGT128,3/1/2026,8929.86,0,0,Responsive,Paid,8929.86,13.929860000000001,Medium Risk
LN20607,CUST10607,Consumer Durable,102204,5678.0,2023-04-29,18,Pune,West,Medium,691,Affluent,AGT108,3/1/2026,7474.2,15,1,Responsive,Paid,7474.2,52.474199999999996,Medium Risk
LN20608,CUST10608,Personal Loan,67058,2794.08,2023-04-02,24,Hyderabad,South,High,838,Mass,AGT165,3/1/2026,4616.2,30,2,Promise To Pay,Partial,1384.86,,Low Risk
LN20609,CUST10609,Personal Loan,355791,29649.25,2023-10-12,12,Kolkata,East,Medium,679,Premium,AGT166,3/1/2026,77452.0,30,2,Promise To Pay,Partial,23235.6,,Low Risk
LN20610,CUST10610,Consumer Durable,33813,2817.75,2024-10-23,12,Hyderabad,South,High,783,Mass,AGT102,3/1/2026,11878.45,60,3,No Answer,Unpaid,0.0,191.87845,Low Risk
LN20611,CUST10611,Consumer Durable,146046,12170.5,2024-10-03,12,Mumbai,West,Medium,679,Mass,AGT140,3/1/2026,10856.75,0,0,Responsive,Paid,10856.75,15.85675,Medium Risk
LN20612,CUST10612,Consumer Durable,131128,10927.33,2024-08-22,12,Mumbai,West,Low,617,Mass,AGT104,3/1/2026,10977.48,0,0,Responsive,Paid,10977.48,15.97748,Medium Risk
LN20613,CUST10613,Personal Loan,128197,5341.54,2023-02-12,24,Mumbai,West,Low,678,Affluent,AGT174,3/1/2026,7681.11,15,1,Responsive,Paid,7681.11,52.68111,Medium Risk
LN20614,CUST10614,Personal Loan,386239,10728.86,2023-09-22,36,Bangalore,South,High,826,Affluent,AGT110,3/1/2026,13022.9,15,1,No Answer,Unpaid,0.0,83.02289999999999,Medium Risk
LN20615,CUST10615,Personal Loan,250218,5212.88,2023-10-04,48,Hyderabad,South,Low,602,Premium,AGT150,3/1/2026,13238.52,30,2,Responsive,Partial,6619.26,98.23852,Medium Risk
LN20616,CUST10616,Credit Card,131372,10947.67,2023-09-24,12,Hyderabad,South,Low,617,Affluent,AGT138,3/1/2026,25397.83,30,2,No Answer,Unpaid,0.0,135.39783,Low Risk
LN20617,CUST10617,Consumer Durable,114886,9573.83,2024-04-29,12,Mumbai,West,Medium,754,Premium,AGT128,3/1/2026,12730.0,15,1,No Answer,Unpaid,0.0,82.73,Medium Risk
LN20618,CUST10618,Personal Loan,488784,40732.0,2023-11-26,12,Hyderabad,South,Medium,731,Mass,AGT141,3/1/2026,58853.62,15,1,Promise To Pay,Partial,17656.09,,Low Risk
LN20619,CUST10619,Credit Card,83423,6951.92,2024-06-06,12,Pune,West,Low,551,Mass,AGT144,3/1/2026,7495.24,0,0,Responsive,Paid,7495.24,12.495239999999999,Medium Risk
LN20620,CUST10620,Credit Card,45184,3765.33,2024-06-27,12,Delhi NCR,North,Low,716,Affluent,AGT157,3/1/2026,4922.89,0,0,No Answer,Paid,4922.89,34.92289,Medium Risk
LN20621,CUST10621,Consumer Durable,61305,5108.75,2024-11-13,12,Mumbai,West,High,742,Mass,AGT114,3/1/2026,4374.42,0,0,No Answer,Paid,4374.42,34.37442,Medium Risk
LN20622,CUST10622,Credit Card,136516,11376.33,2023-08-20,12,Hyderabad,South,Low,716,Mass,AGT146,3/1/2026,15535.06,0,0,Responsive,Paid,15535.06,20.53506,Medium Risk
LN20623,CUST10623,Consumer Durable,133236,11103.0,2024-02-22,12,Mumbai,West,Low,665,Affluent,AGT145,3/1/2026,32896.73,30,2,Responsive,Partial,16448.37,117.89673,Medium Risk
LN20624,CUST10624,Credit Card,81509,6792.42,2024-05-22,12,Delhi NCR,North,Medium,672,Affluent,AGT142,3/1/2026,30856.25,90,4,No Answer,Unpaid,0.0,280.85625,High Risk
LN20625,CUST10625,Consumer Durable,102030,17005.0,2024-05-28,6,Hyderabad,South,Low,631,Premium,AGT156,3/1/2026,22065.38,0,0,Promise To Pay,Paid,22065.38,,Low Risk
LN20626,CUST10626,Consumer Durable,50247,4187.25,2024-01-22,12,Hyderabad,South,Medium,758,Mass,AGT100,3/1/2026,5077.56,0,0,No Answer,Paid,5077.56,35.07756,Medium Risk
LN20627,CUST10627,Personal Loan,107615,2241.98,2023-12-08,48,Bangalore,South,Low,566,Mass,AGT157,3/1/2026,2905.02,0,0,No Answer,Paid,2905.02,32.90502,Medium Risk
LN20628,CUST10628,Consumer Durable,138588,23098.0,2023-02-22,6,Pune,West,Medium,731,Affluent,AGT171,3/1/2026,22951.26,0,0,Responsive,Paid,22951.26,27.951259999999998,Medium Risk
LN20629,CUST10629,Consumer Durable,155741,25956.83,2023-04-10,6,Bangalore,South,High,734,Affluent,AGT137,3/1/2026,25356.47,0,0,Promise To Pay,Paid,25356.47,,Low Risk
LN20630,CUST10630,Personal Loan,337480,14061.67,2023-07-06,24,Pune,West,High,758,Mass,AGT118,3/1/2026,61092.79,90,4,Responsive,Paid,61092.79,286.09279000000004,High Risk
LN20631,CUST10631,Credit Card,54867,4572.25,2023-07-10,12,Bangalore,South,Low,621,Mass,AGT140,3/1/2026,6447.97,15,1,Promise To Pay,Partial,1934.39,,Low Risk
LN20632,CUST10632,Personal Loan,86765,1807.6,2023-12-09,48,Delhi NCR,North,Low,627,Affluent,AGT171,3/1/2026,3197.42,30,2,No Answer,Unpaid,0.0,113.19742,Medium Risk
LN20633,CUST10633,Credit Card,39515,3292.92,2023-08-20,12,Pune,West,Medium,681,Affluent,AGT118,3/1/2026,4493.67,0,0,Responsive,Paid,4493.67,9.49367,Medium Risk
LN20634,CUST10634,Credit Card,54868,4572.33,2024-05-22,12,Bangalore,South,High,794,Mass,AGT129,3/1/2026,4273.84,0,0,Promise To Pay,Paid,4273.84,,Low Risk
LN20635,CUST10635,Credit Card,126035,10502.92,2024-11-07,12,Pune,West,Low,620,Mass,AGT136,3/1/2026,13993.47,0,0,Responsive,Paid,13993.47,18.99347,Medium Risk
LN20636,CUST10636,Credit Card,88283,7356.92,2023-04-04,12,Kolkata,East,Low,565,Mass,AGT167,3/1/2026,8404.98,15,1,No Answer,Unpaid,0.0,78.40498,Medium Risk
LN20637,CUST10637,Credit Card,12107,1008.92,2024-05-06,12,Pune,West,Medium,725,Premium,AGT111,3/1/2026,1063.15,15,1,Promise To Pay,Partial,318.94,,Low Risk
LN20638,CUST10638,Personal Loan,364217,7587.85,2023-08-10,48,Delhi NCR,North,Medium,758,Affluent,AGT172,3/1/2026,33725.72,90,4,Responsive,Partial,16862.86,258.72572,High Risk
LN20639,CUST10639,Consumer Durable,133242,11103.5,2023-10-13,12,Kolkata,East,Low,682,Mass,AGT164,3/1/2026,11579.17,0,0,No Answer,Paid,11579.17,41.57917,Medium Risk
LN20640,CUST10640,Personal Loan,306387,12766.12,2024-11-21,24,Kolkata,East,High,806,Mass,AGT164,3/1/2026,11424.48,15,1,No Answer,Unpaid,0.0,81.42448,Medium Risk
LN20641,CUST10641,Consumer Durable,170469,28411.5,2024-02-06,6,Kolkata,East,Low,658,Mass,AGT113,3/1/2026,28089.17,0,0,No Answer,Paid,28089.17,58.089169999999996,Medium Risk
LN20642,CUST10642,Credit Card,131388,10949.0,2023-03-07,12,Hyderabad,South,Low,676,Mass,AGT132,3/1/2026,41430.8,60,3,Responsive,Partial,20715.4,196.4308,Low Risk
LN20643,CUST10643,Personal Loan,384354,10676.5,2023-02-12,36,Bangalore,South,Medium,709,Mass,AGT149,3/1/2026,13187.75,0,0,Promise To Pay,Paid,13187.75,,Low Risk
LN20644,CUST10644,Consumer Durable,111600,18600.0,2023-05-28,6,Mumbai,West,High,789,Affluent,AGT155,3/1/2026,22176.42,15,1,Responsive,Paid,22176.42,67.17642,Medium Risk
LN20645,CUST10645,Credit Card,83131,6927.58,2024-12-01,12,Kolkata,East,Medium,658,Mass,AGT149,3/1/2026,11906.41,30,2,Promise To Pay,Partial,3571.92,,Low Risk
LN20646,CUST10646,Personal Loan,473702,9868.79,2023-07-11,48,Bangalore,South,Medium,674,Mass,AGT170,3/1/2026,53745.87,90,4,Promise To Pay,Partial,16123.76,,Low Risk
LN20647,CUST10647,Personal Loan,329764,6870.08,2024-08-08,48,Pune,West,High,746,Mass,AGT114,3/1/2026,9690.07,0,0,No Answer,Paid,9690.07,39.69007,Medium Risk
LN20648,CUST10648,Credit Card,147362,12280.17,2024-02-23,12,Delhi NCR,North,Medium,758,Mass,AGT102,3/1/2026,12066.37,0,0,Responsive,Paid,12066.37,17.06637,Medium Risk
LN20649,CUST10649,Personal Loan,230883,9620.12,2023-01-30,24,Pune,West,High,746,Mass,AGT122,3/1/2026,13667.13,0,0,Promise To Pay,Paid,13667.13,,Low Risk
LN20650,CUST10650,Credit Card,90980,7581.67,2023-06-22,12,Pune,West,Low,703,Mass,AGT166,3/1/2026,10046.54,15,1,No Answer,Unpaid,0.0,80.04654,Medium Risk
LN20651,CUST10651,Personal Loan,462754,19281.42,2023-05-01,24,Pune,West,Low,659,Mass,AGT114,3/1/2026,23122.57,0,0,No Answer,Paid,23122.57,53.122569999999996,Medium Risk
LN20652,CUST10652,Consumer Durable,28535,1585.28,2023-04-23,18,Kolkata,East,High,835,Affluent,AGT132,3/1/2026,1885.72,15,1,No Answer,Unpaid,0.0,71.88571999999999,Medium Risk
LN20653,CUST10653,Consumer Durable,45357,3779.75,2024-03-10,12,Pune,West,Low,684,Mass,AGT132,3/1/2026,5034.13,0,0,Promise To Pay,Paid,5034.13,,Low Risk
LN20654,CUST10654,Consumer Durable,22639,1257.72,2024-03-20,18,Delhi NCR,North,High,802,Mass,AGT119,3/1/2026,1312.04,0,0,Responsive,Paid,1312.04,6.31204,Medium Risk
LN20655,CUST10655,Consumer Durable,96340,5352.22,2024-06-17,18,Pune,West,High,792,Mass,AGT126,3/1/2026,15195.99,30,2,Promise To Pay,Partial,4558.8,,Low Risk
LN20656,CUST10656,Credit Card,12789,1065.75,2023-09-05,12,Hyderabad,South,Low,610,Mass,AGT139,3/1/2026,2737.51,60,3,No Answer,Unpaid,0.0,182.73751,Low Risk
LN20657,CUST10657,Consumer Durable,191230,31871.67,2023-06-04,6,Bangalore,South,Medium,770,Mass,AGT106,3/1/2026,46098.71,15,1,Promise To Pay,Partial,13829.61,,Low Risk
LN20658,CUST10658,Personal Loan,151711,4214.19,2024-08-08,36,Delhi NCR,North,Medium,658,Affluent,AGT133,3/1/2026,4393.89,0,0,Promise To Pay,Paid,4393.89,,Low Risk
LN20659,CUST10659,Credit Card,53994,4499.5,2024-04-06,12,Mumbai,West,Medium,742,Mass,AGT155,3/1/2026,6267.84,0,0,Responsive,Paid,6267.84,11.26784,Medium Risk
LN20660,CUST10660,Consumer Durable,18357,1019.83,2023-09-13,18,Delhi NCR,North,High,781,Mass,AGT104,3/1/2026,915.24,0,0,Responsive,Paid,915.24,5.91524,Medium Risk
LN20661,CUST10661,Credit Card,137592,11466.0,2023-02-12,12,Mumbai,West,Medium,773,Affluent,AGT126,3/1/2026,33595.37,30,2,Responsive,Paid,33595.37,118.59537,Medium Risk
LN20662,CUST10662,Consumer Durable,17295,1441.25,2023-07-07,12,Bangalore,South,Low,694,Premium,AGT110,3/1/2026,1718.98,0,0,Promise To Pay,Paid,1718.98,,Low Risk
LN20663,CUST10663,Consumer Durable,156578,13048.17,2023-02-17,12,Delhi NCR,North,Medium,679,Mass,AGT164,3/1/2026,18048.66,0,0,Responsive,Paid,18048.66,23.048659999999998,Medium Risk
LN20664,CUST10664,Personal Loan,68031,2834.62,2023-09-23,24,Kolkata,East,Low,696,Mass,AGT159,3/1/2026,6460.33,30,2,No Answer,Unpaid,0.0,116.46033,Medium Risk
LN20665,CUST10665,Consumer Durable,80494,6707.83,2023-07-07,12,Pune,West,Medium,741,Affluent,AGT137,3/1/2026,8607.29,0,0,No Answer,Paid,8607.29,38.60729,Medium Risk
LN20666,CUST10666,Personal Loan,434474,18103.08,2023-02-14,24,Delhi NCR,North,Medium,740,Mass,AGT100,3/1/2026,76469.28,90,4,Responsive,Partial,38234.64,301.46928,High Risk
LN20667,CUST10667,Credit Card,110624,9218.67,2024-05-27,12,Mumbai,West,Medium,689,Mass,AGT154,3/1/2026,13617.23,0,0,Responsive,Paid,13617.23,18.61723,Medium Risk
LN20668,CUST10668,Consumer Durable,51864,8644.0,2024-10-12,6,Kolkata,East,Low,589,Mass,AGT143,3/1/2026,36764.1,60,3,No Answer,Unpaid,0.0,216.76409999999998,Low Risk
LN20669,CUST10669,Consumer Durable,47473,7912.17,2023-07-06,6,Hyderabad,South,Low,602,Mass,AGT137,3/1/2026,30662.49,90,4,Responsive,Paid,30662.49,255.66249,High Risk
LN20670,CUST10670,Personal Loan,84411,7034.25,2023-08-29,12,Pune,West,High,764,Affluent,AGT110,3/1/2026,8234.15,0,0,Responsive,Paid,8234.15,13.23415,Medium Risk
LN20671,CUST10671,Consumer Durable,157852,26308.67,2024-05-27,6,Bangalore,South,Low,574,Premium,AGT145,3/1/2026,93767.74,60,3,No Answer,Unpaid,0.0,273.76774,High Risk
LN20672,CUST10672,Consumer Durable,116532,6474.0,2023-03-10,18,Mumbai,West,Medium,659,Affluent,AGT107,3/1/2026,7385.18,0,0,No Answer,Paid,7385.18,37.38518,Medium Risk
LN20673,CUST10673,Consumer Durable,66553,5546.08,2023-10-18,12,Pune,West,Medium,747,Premium,AGT151,3/1/2026,7677.73,0,0,Promise To Pay,Paid,7677.73,,Low Risk
LN20674,CUST10674,Consumer Durable,46842,7807.0,2023-07-17,6,Delhi NCR,North,Medium,656,Mass,AGT170,3/1/2026,46022.08,90,4,No Answer,Unpaid,0.0,296.02208,High Risk
LN20675,CUST10675,Consumer Durable,114804,9567.0,2023-02-18,12,Kolkata,East,High,733,Premium,AGT101,3/1/2026,9416.47,0,0,No Answer,Paid,9416.47,39.41647,Medium Risk
LN20676,CUST10676,Consumer Durable,49029,8171.5,2023-03-03,6,Hyderabad,South,Medium,681,Mass,AGT103,3/1/2026,11992.17,0,0,No Answer,Paid,11992.17,41.99217,Medium Risk
LN20677,CUST10677,Consumer Durable,56082,4673.5,2024-05-11,12,Delhi NCR,North,High,837,Affluent,AGT120,3/1/2026,5472.24,15,1,Responsive,Paid,5472.24,50.47224,Medium Risk
LN20678,CUST10678,Consumer Durable,37985,6330.83,2023-02-18,6,Kolkata,East,Low,691,Mass,AGT107,3/1/2026,12602.31,30,2,Responsive,Paid,12602.31,97.60231,Medium Risk
LN20679,CUST10679,Consumer Durable,57654,4804.5,2023-06-28,12,Delhi NCR,North,Medium,703,Affluent,AGT101,3/1/2026,5787.01,0,0,Responsive,Paid,5787.01,10.78701,Medium Risk
LN20680,CUST10680,Consumer Durable,76569,12761.5,2023-05-10,6,Delhi NCR,North,High,819,Mass,AGT159,3/1/2026,33439.77,30,2,Promise To Pay,Partial,10031.93,,Low Risk
LN20681,CUST10681,Credit Card,139340,11611.67,2023-11-30,12,Hyderabad,South,Medium,704,Mass,AGT124,3/1/2026,12334.11,15,1,No Answer,Unpaid,0.0,82.33411000000001,Medium Risk
LN20682,CUST10682,Consumer Durable,77221,6435.08,2023-05-22,12,Kolkata,East,High,829,Premium,AGT170,3/1/2026,18178.02,60,3,Promise To Pay,Partial,5453.41,,Low Risk
LN20683,CUST10683,Credit Card,148929,12410.75,2024-12-01,12,Mumbai,West,Medium,679,Affluent,AGT147,3/1/2026,42927.18,90,4,Responsive,Paid,42927.18,267.92718,High Risk
LN20684,CUST10684,Credit Card,141454,11787.83,2023-10-01,12,Bangalore,South,Low,594,Mass,AGT132,3/1/2026,10569.46,15,1,Responsive,Partial,5284.73,55.56946,Medium Risk
LN20685,CUST10685,Consumer Durable,110626,9218.83,2023-05-07,12,Hyderabad,South,Medium,686,Mass,AGT103,3/1/2026,8530.68,15,1,Promise To Pay,Partial,2559.2,,Low Risk
LN20686,CUST10686,Personal Loan,343187,7149.73,2023-10-30,48,Delhi NCR,North,Low,675,Mass,AGT166,3/1/2026,10098.48,0,0,Responsive,Paid,10098.48,15.09848,Medium Risk
LN20687,CUST10687,Consumer Durable,174111,29018.5,2024-04-27,6,Bangalore,South,Low,629,Affluent,AGT162,3/1/2026,23739.42,0,0,Promise To Pay,Paid,23739.42,,Low Risk
LN20688,CUST10688,Credit Card,21362,1780.17,2024-03-22,12,Pune,West,Low,597,Affluent,AGT171,3/1/2026,3556.15,30,2,Responsive,Paid,3556.15,88.55615,Medium Risk
LN20689,CUST10689,Credit Card,59867,4988.92,2023-11-21,12,Mumbai,West,Medium,773,Mass,AGT127,3/1/2026,5263.85,0,0,No Answer,Paid,5263.85,35.26385,Medium Risk
LN20690,CUST10690,Credit Card,77835,6486.25,2023-06-27,12,Bangalore,South,Low,666,Affluent,AGT169,3/1/2026,8907.1,0,0,Promise To Pay,Paid,8907.1,,Low Risk
LN20691,CUST10691,Personal Loan,451466,37622.17,2023-04-27,12,Mumbai,West,Medium,686,Affluent,AGT111,3/1/2026,46215.67,0,0,Promise To Pay,Paid,46215.67,,Low Risk
LN20692,CUST10692,Credit Card,63710,5309.17,2024-07-12,12,Bangalore,South,Low,634,Affluent,AGT145,3/1/2026,22942.12,60,3,Promise To Pay,Partial,6882.64,,Low Risk
LN20693,CUST10693,Consumer Durable,174285,29047.5,2023-04-04,6,Kolkata,East,Low,634,Premium,AGT108,3/1/2026,33394.35,0,0,Responsive,Paid,33394.35,38.394349999999996,Medium Risk
LN20694,CUST10694,Credit Card,118671,9889.25,2023-05-08,12,Delhi NCR,North,High,720,Premium,AGT158,3/1/2026,18055.26,30,2,Promise To Pay,Partial,5416.58,,Low Risk
LN20695,CUST10695,Personal Loan,355772,29647.67,2024-08-12,12,Kolkata,East,Low,690,Affluent,AGT128,3/1/2026,31596.4,0,0,Promise To Pay,Paid,31596.4,,Low Risk
LN20696,CUST10696,Consumer Durable,68197,3788.72,2023-04-30,18,Hyderabad,South,Medium,707,Affluent,AGT153,3/1/2026,5622.78,0,0,Responsive,Paid,5622.78,10.622779999999999,Medium Risk
LN20697,CUST10697,Personal Loan,204384,8516.0,2024-11-04,24,Hyderabad,South,Low,675,Affluent,AGT124,3/1/2026,7739.11,0,0,Responsive,Paid,7739.11,12.73911,Medium Risk
LN20698,CUST10698,Personal Loan,111789,3105.25,2023-08-06,36,Delhi NCR,North,Medium,688,Mass,AGT111,3/1/2026,8419.13,30,2,No Answer,Unpaid,0.0,118.41913,Medium Risk
LN20699,CUST10699,Personal Loan,275233,22936.08,2023-01-03,12,Delhi NCR,North,Medium,758,Affluent,AGT172,3/1/2026,93768.01,60,3,No Answer,Unpaid,0.0,273.76801,High Risk
LN20700,CUST10700,Consumer Durable,85249,4736.06,2023-07-25,18,Pune,West,Medium,688,Mass,AGT147,3/1/2026,23876.2,90,4,No Answer,Unpaid,0.0,273.87620000000004,High Risk
LN20701,CUST10701,Personal Loan,178179,14848.25,2024-11-15,12,Mumbai,West,Low,718,Mass,AGT105,3/1/2026,15379.85,0,0,No Answer,Paid,15379.85,45.379850000000005,Medium Risk
LN20702,CUST10702,Personal Loan,76919,6409.92,2023-11-05,12,Pune,West,Low,562,Affluent,AGT151,3/1/2026,8058.91,15,1,Responsive,Paid,8058.91,53.05891,Medium Risk
LN20703,CUST10703,Consumer Durable,137264,22877.33,2023-12-26,6,Mumbai,West,Low,645,Mass,AGT162,3/1/2026,19855.15,0,0,Promise To Pay,Paid,19855.15,,Low Risk
LN20704,CUST10704,Credit Card,84006,7000.5,2024-01-28,12,Pune,West,Low,653,Affluent,AGT116,3/1/2026,7757.02,15,1,No Answer,Unpaid,0.0,77.75702,Medium Risk
LN20705,CUST10705,Personal Loan,246521,5135.85,2024-11-11,48,Kolkata,East,Low,623,Mass,AGT137,3/1/2026,4236.72,0,0,No Answer,Paid,4236.72,34.23672,Medium Risk
LN20706,CUST10706,Credit Card,14382,1198.5,2023-05-04,12,Pune,West,Medium,704,Mass,AGT124,3/1/2026,1727.9,0,0,Promise To Pay,Paid,1727.9,,Low Risk
LN20707,CUST10707,Consumer Durable,97616,16269.33,2024-05-18,6,Delhi NCR,North,High,778,Mass,AGT168,3/1/2026,44877.45,30,2,Responsive,Partial,22438.72,129.87745,Low Risk
LN20708,CUST10708,Consumer Durable,47648,3970.67,2023-08-06,12,Delhi NCR,North,High,783,Mass,AGT168,3/1/2026,11518.46,30,2,Responsive,Paid,11518.46,96.51846,Medium Risk
LN20709,CUST10709,Credit Card,114391,9532.58,2023-06-03,12,Kolkata,East,Medium,771,Affluent,AGT143,3/1/2026,11164.59,0,0,No Answer,Paid,11164.59,41.164590000000004,Medium Risk
LN20710,CUST10710,Consumer Durable,57850,4820.83,2023-03-10,12,Mumbai,West,High,797,Affluent,AGT148,3/1/2026,24662.32,90,4,Promise To Pay,Partial,7398.7,,Low Risk
LN20711,CUST10711,Credit Card,81779,6814.92,2023-01-20,12,Delhi NCR,North,Medium,713,Affluent,AGT143,3/1/2026,13527.84,30,2,Promise To Pay,Partial,4058.35,,Low Risk
LN20712,CUST10712,Consumer Durable,78088,6507.33,2024-03-19,12,Hyderabad,South,Low,640,Mass,AGT161,3/1/2026,6974.54,0,0,Responsive,Paid,6974.54,11.974540000000001,Medium Risk
